"","Name...1","cest33 neg endo ms2 1","cest33 neg endo ms2 2","cest33 neg exo ms2 1","cest33 neg exo ms2 2","neg glo1 endo ms2 top5","neg glo1 exo ms2 top5","neg n2 endo ms2 top5","neg n2 exo ms2 top5","Group","Size","Name...12","Mass","m/z","RT","Adduct","Name...17","name","formula","adduct","evidence","MSI Level","Comment","ChEBI ID","SIRIUS_molecularFormula","SIRIUS_adduct"
"40","Cluster_0040",19746292,21821176,115567000,105981544,NA,NA,NA,NA,"217",2,"Cluster_0040",111.983278673586,110.976002673586,0.729306792327068,"M-H","Cluster_0040",NA,NA,NA,NA,NA,NA,NA,"CH4O4S|CH6O2P2|C2N4S|C3HN2OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"41","Cluster_0041",17177062,21704120,69750288,77938984,NA,NA,NA,NA,"8",2,"Cluster_0041",112.027433948443,111.020157948443,1.0251537872231,"M-H","Cluster_0041",NA,NA,NA,NA,NA,NA,NA,"C4H4N2O2|H7N3O2P|C2H2N5O","[M - H]-|[M - H]-|[M - H]-"
"42","Cluster_0042",17177062,21704120,69750288,77938984,NA,NA,NA,NA,"220",2,"Cluster_0042",112.027433948443,111.020157948443,1.0251537872231,"M-H","Cluster_0042",NA,NA,NA,NA,NA,NA,NA,"C4H4N2O2|H7N3O2P|C2H2N5O","[M - H]-|[M - H]-|[M - H]-"
"43","Cluster_0043",1748113920,1854669440,310107424,286481728,NA,NA,NA,NA,"232",3,"Cluster_0043",113.993133089523,112.985857089523,0.892363936918797,"M-H","Cluster_0043",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"44","Cluster_0044",9194551,8736132,1505759.875,1481137.25,NA,NA,NA,NA,"241",2,"Cluster_0044",113.993228684465,112.985952684465,1.62005781351738,"M-H","Cluster_0044",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"45","Cluster_0045",5094202.5,10894651,3342114.75,3844438.5,NA,NA,NA,577209.0625,"9",2,"Cluster_0045",113.993158911616,112.985882911616,1.9877586120741,"M-H","Cluster_0045",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"46","Cluster_0046",12485644,7793335,1437906,1930006.75,600806.5625,673099.4375,566826.1875,626701.375,"239",2,"Cluster_0046",113.993203377895,112.985927377895,2.28943273875007,"M-H","Cluster_0046",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"47","Cluster_0047",4489346.5,5034032,7094047,6201282,471251.96875,734528.625,646898.875,394485,"222",2,"Cluster_0047",113.992865190539,112.985589190539,2.97405010926895,"M-H","Cluster_0047",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"48","Cluster_0048",4080893,2103627.5,4683939,5273244.5,691263.6875,593415.375,950552.5,802659.6875,"237",2,"Cluster_0048",113.993182380076,112.985906380076,7.73998090227906,"M-H","Cluster_0048",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"49","Cluster_0049",NA,NA,248334.90625,2628571.25,585333.375,659969.625,1257107.75,641518.1875,"228",2,"Cluster_0049",113.99306822264,112.98579222264,8.6504866739076,"M-H","Cluster_0049",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"50","Cluster_0050",39717.5703125,2272759,2696016.5,14755.8916015625,927098.875,711052.875,624550.0625,776263.25,"226",2,"Cluster_0050",113.993060500109,112.985784500109,8.7854761285162,"M-H","Cluster_0050",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"51","Cluster_0051",25918038,28354068,25201086,23189038,921686,1472161.75,1295374.25,1146577.25,"231",3,"Cluster_0051",113.993115312492,112.985839312492,8.96522942239065,"M-H","Cluster_0051",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"52","Cluster_0052",983189.625,2290987.25,2417407.25,1022056.5,636285.125,1944472.75,1011606.375,814133.375,"235",2,"Cluster_0052",113.99316884936,112.98589284936,10.8786614860119,"M-H","Cluster_0052",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"53","Cluster_0053",8253553.5,7476757.5,24862356,30756890,1110264.375,1612538.25,1265550.25,3587230.75,"233",2,"Cluster_0053",113.993139082701,112.985863082701,11.1532485517359,"M-H","Cluster_0053",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"54","Cluster_0054",4489346.5,3157429.75,7094047,5893943.5,471251.96875,238983,476249.34375,394485,"223",2,"Cluster_0054",113.992865190539,112.985589190539,2.97405010926895,"M-H","Cluster_0054",NA,NA,NA,NA,NA,NA,NA,"",""
"55","Cluster_0055",6925617.5,7392832,3110725.5,1659245,617611.25,1040901.375,966774.3125,901623.25,"234",2,"Cluster_0055",113.993158927939,112.985882927939,3.71691654224375,"M-H","Cluster_0055",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"56","Cluster_0056",3778148.5,2651894.25,5055267.5,5323571.5,634745.5,1287811.625,1048183.75,1082129.625,"244",2,"Cluster_0056",113.993337706622,112.986061706621,6.78249422843971,"M-H","Cluster_0056",NA,NA,NA,NA,NA,NA,NA,"C2N3O3|C4H2O4","[M - H]-|[M - H]-"
"57","Cluster_0057",NA,207346.984375,97030.875,1661517.5,675796.875,217714.25,1135868.5,747207.3125,"224",2,"Cluster_0057",113.993022656653,112.985746656653,12.6551870246073,"M-H","Cluster_0057",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"58","Cluster_0058",1848507.5,3378769,516572.59375,2956400.25,1329671,709733.1875,1243875,1207618,"225",2,"Cluster_0058",113.993032739461,112.985756739461,13.4643518831738,"M-H","Cluster_0058",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"59","Cluster_0059",3152870,4161699.25,781375.4375,3001644.5,1714102.25,885008.3125,1188226,1169792.25,"245",2,"Cluster_0059",113.993509542284,112.986233542284,13.7548395315559,"M-H","Cluster_0059",NA,NA,NA,NA,NA,NA,NA,"C2N3O3|C4H2O4","[M - H]-|[M - H]-"
"60","Cluster_0060",2599241.75,2568567.25,NA,338957.125,571374.625,880001.3125,551183.8125,842657,"243",3,"Cluster_0060",113.993329767997,112.986053767997,16.0989918782474,"M-H","Cluster_0060",NA,NA,NA,NA,NA,NA,NA,"C2N3O3|C4H2O4","[M - H]-|[M - H]-"
"61","Cluster_0061",4287200,1932409.625,3387267.75,2328648,1373102.625,822452.3125,830292.1875,1238457.875,"240",2,"Cluster_0061",113.993221522515,112.985945522515,16.6230138038172,"M-H","Cluster_0061",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"62","Cluster_0062",3556011.75,2358547,748046.0625,2271478,1404506.375,525927.3125,300176.75,1037171.25,"238",2,"Cluster_0062",113.993194217163,112.985918217163,16.6801373560129,"M-H","Cluster_0062",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"63","Cluster_0063",1723003.75,1251057.125,1558562.625,2038013.625,NA,1194974.5,NA,670875.5625,"246",2,"Cluster_0063",113.993726411627,112.986450411627,16.9962541877636,"M-H","Cluster_0063",NA,NA,NA,NA,NA,NA,NA,"C2N3O3|C4H2O4|H5NO4P","[M - H]-|[M - H]-|[M - H]-"
"64","Cluster_0064",2043772.75,3598293,668734,2407711,1235091.75,672750.5,1709759.375,1031507.9375,"227",2,"Cluster_0064",113.993065409379,112.985789409379,18.1240170683787,"M-H","Cluster_0064",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"65","Cluster_0065",47826.0625,142666.703125,1407762.625,2499112.75,NA,741265.0625,653030.625,607290.375,"242",2,"Cluster_0065",113.993287129759,112.986011129759,18.9477221457418,"M-H","Cluster_0065",NA,NA,NA,NA,NA,NA,NA,"C2N3O3","[M - H]-"
"66","Cluster_0066",2795572.25,4422382,3882158.75,2939543.25,NA,996572.875,1143117.75,1283167.625,"249",2,"Cluster_0066",113.997678000496,112.990402000496,19.1668914658553,"M-H","Cluster_0066",NA,NA,NA,NA,NA,NA,NA,"C3H3N2OP|C7NO|CHN5P","[M - H]-|[M - H]-|[M - H]-"
"67","Cluster_0067",13992144,12941343,8802406,8261523,1662973.5,1084215.625,1464829,1061544.5,"248",2,"Cluster_0067",113.996925665646,112.989649665646,20.1445947346984,"M-H","Cluster_0067",NA,NA,NA,NA,NA,NA,NA,"C4H2O4|H5NO4P|C7NO|C3H3N2OP|CHN5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"68","Cluster_0068",82339.2890625,114546.40625,4728.57861328125,NA,164075.84375,3453702.5,74561.40625,2880372.5,"268",2,"Cluster_0068",116.04715243436,115.03987643436,2.65272711406927,"M-H","Cluster_0068",NA,NA,NA,NA,NA,NA,NA,"C5H8O3|C3H6N3O2","[M - H]-|[M - H]-"
"69","Cluster_0069",5978009.5,9900481,3168418.5,3803633.75,4515611.5,546973.4375,13338539,552214.4375,"291",4,"Cluster_0069",116.927552580592,115.920276580592,22.4254718773221,"M-H","Cluster_0069",NA,NA,NA,NA,NA,NA,NA,"",""
"70","Cluster_0070",NA,111031.921875,61140.203125,78361.4296875,328720.71875,6084224,703570.25,9915561,"324",2,"Cluster_0070",117.05739981902,116.05012381902,6.36663876482442,"M-H","Cluster_0070",NA,NA,NA,NA,NA,NA,NA,"C8H7N|C4H10N2P","[M - H]-|[M - H]-"
"71","Cluster_0071",19812818,17079122,36715688,40743104,295978.9375,479216.125,NA,245610.265625,"326",2,"Cluster_0071",117.057506887388,116.050230887388,8.97481165659524,"M-H","Cluster_0071",NA,NA,NA,NA,NA,NA,NA,"C8H7N|C4H10N2P","[M - H]-|[M - H]-"
"72","Cluster_0072",265028.1875,NA,NA,NA,950993.375,14613295,1238017.5,7944327,"325",2,"Cluster_0072",117.057408832227,116.050132832227,7.5961031828828,"M-H","Cluster_0072",NA,NA,NA,NA,NA,NA,NA,"C8H7N|C4H10N2P","[M - H]-|[M - H]-"
"73","Cluster_0073",NA,NA,159876.40625,NA,3815016,2450432.75,2440843.5,61624036,"323",2,"Cluster_0073",117.057327370871,116.050051370871,6.52811108945881,"M-H","Cluster_0073",NA,NA,NA,NA,NA,NA,NA,"C8H7N|C4H10N2P","[M - H]-|[M - H]-"
"74","Cluster_0074",7530450.5,9488955,3405095.25,2497303.5,455769.03125,156567,1146176.5,358696.25,"329",3,"Cluster_0074",117.934834601184,116.927558601184,23.516322502906,"M-H","Cluster_0074",NA,NA,NA,NA,NA,NA,NA,"",""
"75","Cluster_0075",814590.9375,611232.125,851711.1875,850631.0625,337438.9375,114207.6875,115433,NA,"334",2,"Cluster_0075",117.935085414831,116.927809414831,13.9066996781766,"M-H","Cluster_0075",NA,NA,NA,NA,NA,NA,NA,"",""
"76","Cluster_0076",893077.1875,1547122.375,1823908.5,865134.5625,257019.140625,NA,100675.546875,NA,"347",2,"Cluster_0076",117.93536489431,116.92808889431,14.8177350997558,"M-H","Cluster_0076",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"77","Cluster_0077",1194994.75,542283.5625,800072.3125,865235.75,373214.65625,65170.19140625,NA,NA,"352",2,"Cluster_0077",117.935487986196,116.928211986196,14.9458380589203,"M-H","Cluster_0077",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"78","Cluster_0078",1497097.375,1542610.5,1106249.5,1175842.125,267558.9375,86883.28125,126625.484375,NA,"341",2,"Cluster_0078",117.935222478782,116.927946478782,15.2845292719887,"M-H","Cluster_0078",NA,NA,NA,NA,NA,NA,NA,"",""
"79","Cluster_0079",1082077.125,1081717.75,1153603.5,904914.9375,321632.53125,139767.859375,144217.28125,NA,"345",2,"Cluster_0079",117.935249633521,116.927973633521,15.4646980298795,"M-H","Cluster_0079",NA,NA,NA,NA,NA,NA,NA,"",""
"80","Cluster_0080",1172761.125,945450.8125,626317.5,767706.5625,NA,76295.3984375,78204.1953125,NA,"351",3,"Cluster_0080",117.935480924954,116.928204924954,15.5451569264551,"M-H","Cluster_0080",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"81","Cluster_0081",1616995.25,838544.4375,1501428.25,1048121.9375,681597,NA,152037.953125,NA,"338",3,"Cluster_0081",117.935168271497,116.927892271497,15.7524123216707,"M-H","Cluster_0081",NA,NA,NA,NA,NA,NA,NA,"",""
"82","Cluster_0082",1689240.875,1446297.625,1146732,1427447.375,128083.8515625,NA,179969.890625,75241.9296875,"333",2,"Cluster_0082",117.935034502232,116.927758502232,16.0296109882363,"M-H","Cluster_0082",NA,NA,NA,NA,NA,NA,NA,"",""
"83","Cluster_0083",1213623.625,322630.53125,1511145,812895.5625,224214.5625,NA,179969.890625,NA,"336",2,"Cluster_0083",117.935151109919,116.927875109919,16.1364013307886,"M-H","Cluster_0083",NA,NA,NA,NA,NA,NA,NA,"",""
"84","Cluster_0084",584803.5,1445644.25,750797.875,849299.6875,599518.5,NA,154237.96875,NA,"343",3,"Cluster_0084",117.935232781504,116.927956781504,16.4173058747307,"M-H","Cluster_0084",NA,NA,NA,NA,NA,NA,NA,"CH2NOSe|BNP2S","[M - H]-|[M - H]-"
"85","Cluster_0085",1728656.375,1359231.25,1949982,1353451.625,353218.96875,NA,55936.94140625,44212.1875,"337",3,"Cluster_0085",117.935163711989,116.927887711989,16.6185840713974,"M-H","Cluster_0085",NA,NA,NA,NA,NA,NA,NA,"",""
"86","Cluster_0086",914180.0625,1610465.625,1615155.125,1381418.75,671551.875,285915.09375,287829.3125,207152.921875,"339",2,"Cluster_0086",117.935169140817,116.927893140817,17.0543162473053,"M-H","Cluster_0086",NA,NA,NA,NA,NA,NA,NA,"",""
"87","Cluster_0087",1433633.5,261638.078125,91842.421875,1597252.125,882657.6875,340894.4375,51484.35546875,588299,"346",2,"Cluster_0087",117.935346326674,116.928070326674,18.4364674650678,"M-H","Cluster_0087",NA,NA,NA,NA,NA,NA,NA,"",""
"88","Cluster_0088",10452700,20265936,2218875.5,2867296,704241,910332.625,1970962.625,893828.6875,"354",2,"Cluster_0088",117.935600390174,116.928324390174,20.1385980968613,"M-H","Cluster_0088",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"89","Cluster_0089",418292.46875,508757.625,496326.75,732753.375,321072.21875,74166.8515625,NA,NA,"335",2,"Cluster_0089",117.935127224947,116.927851224947,13.0352946335498,"M-H","Cluster_0089",NA,NA,NA,NA,NA,NA,NA,"",""
"90","Cluster_0090",8131201.5,9622749,6001374.5,8273841,NA,NA,NA,NA,"357",2,"Cluster_0090",117.935645538865,116.928369538865,0.802671535100988,"M-H","Cluster_0090",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"91","Cluster_0091",357368.65625,482388.96875,726995.6875,200462.328125,1771538.25,127757.765625,NA,NA,"355",2,"Cluster_0091",117.935634909706,116.928358909706,2.47330896300579,"M-H","Cluster_0091",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"92","Cluster_0092",723407.9375,1055562.375,1121958,737991.4375,659014.5,182473.953125,NA,NA,"349",3,"Cluster_0092",117.935468410541,116.928192410541,2.57949907333043,"M-H","Cluster_0092",NA,NA,NA,NA,NA,NA,NA,"CH2NOSe|C2O2P2","[M - H]-|[M - H]-"
"93","Cluster_0093",10038.330078125,385604.59375,410138.625,430708.03125,51340.796875,2681515.75,99043.1796875,7734914,"362",2,"Cluster_0093",118.062981211878,117.055705211878,2.78599434285163,"M-H","Cluster_0093",NA,NA,NA,NA,NA,NA,NA,"C5H10O3|C3H8N3O2","[M - H]-|[M - H]-"
"94","Cluster_0094",472300.5625,604013.5625,685145,663173,1322055.75,54053416,1096668.75,35621500,"361",3,"Cluster_0094",118.062978597931,117.055702597931,3.21772429102357,"M-H","Cluster_0094",NA,NA,NA,NA,NA,NA,NA,"C5H10O3|C3H8N3O2","[M - H]-|[M - H]-"
"95","Cluster_0095",9874825,9937311,44727232,46919916,734381,4148200.5,69587.6171875,1003425,"363",3,"Cluster_0095",118.063217063211,117.055941063211,3.41995495613017,"M-H","Cluster_0095",NA,NA,NA,NA,NA,NA,NA,"C5H10O3|C3H8N3O2","[M - H]-|[M - H]-"
"96","Cluster_0096",1031080.8125,638371.5,1119859.75,1317639,1747566.25,NA,NA,NA,"10",2,"Cluster_0096",117.935493327528,116.928217327528,2.26874053230526,"M-H","Cluster_0096",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"97","Cluster_0097",963769.375,843177.75,726995.6875,200462.328125,1771538.25,127757.765625,NA,NA,"356",2,"Cluster_0097",117.935634909706,116.928358909706,2.47330896300579,"M-H","Cluster_0097",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"98","Cluster_0098",723407.9375,1055562.375,1121958,737991.4375,769631.5,224707.953125,NA,NA,"350",2,"Cluster_0098",117.935468410541,116.928192410541,2.57949907333043,"M-H","Cluster_0098",NA,NA,NA,NA,NA,NA,NA,"",""
"99","Cluster_0099",154964.921875,NA,314746.3125,508040.125,411842.75,3230590.75,NA,1117223.375,"360",2,"Cluster_0099",118.041469404039,117.034193404039,6.8653965886413,"M-H","Cluster_0099",NA,NA,NA,NA,NA,NA,NA,"C8H6O|C4H9NOP|C2H7N4P|C6H4N3","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"100","Cluster_0100",1045698.8125,1096313.5,1910401.875,1182776.5,2190790.25,NA,74010.6796875,NA,"348",2,"Cluster_0100",117.935420812131,116.928144812131,2.12399527493512,"M-H","Cluster_0100",NA,NA,NA,NA,NA,NA,NA,"C2O2P2","[M - H]-"
"101","Cluster_0101",448792864,532060320,13562780,10741109,NA,NA,NA,NA,"358",3,"Cluster_0101",118.026975172321,117.019699172321,1.42866720329322,"M-H","Cluster_0101",NA,NA,NA,NA,NA,NA,NA,"C4H6O4|C2H4N3O3|C5H2N4|CH5N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"102","Cluster_0102",11630.4521484375,450450.03125,NA,373334.71875,NA,NA,NA,NA,"386",2,"Cluster_0102",119.013069401149,118.005793401149,24.0897854308493,"M-H","Cluster_0102",NA,NA,NA,NA,NA,NA,NA,"C5HN3O|C3H6NO2P|C7H3O2|H3N6S|CH4N4OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"103","Cluster_0103",71155.8046875,720841.4375,225173.890625,313112.90625,NA,NA,NA,NA,"385",2,"Cluster_0103",119.013020005965,118.005744005965,24.6794395197431,"M-H","Cluster_0103",NA,NA,NA,NA,NA,NA,NA,"C5HN3O|C7H3O2|C3H6NO2P|CH4N4OP|H3N6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"104","Cluster_0104",1321797.5,1087384.125,1555697.375,1463356.75,NA,NA,NA,NA,"391",2,"Cluster_0104",119.931467275828,118.924191275828,14.4177425392234,"M-H","Cluster_0104",NA,NA,NA,NA,NA,NA,NA,"",""
"105","Cluster_0105",517007.4375,463687.21875,NA,497795.90625,NA,NA,NA,NA,"392",2,"Cluster_0105",119.931501604705,118.924225604705,14.7155372605529,"M-H","Cluster_0105",NA,NA,NA,NA,NA,NA,NA,"CHNP3","[M - H]-"
"106","Cluster_0106",87690.5859375,237219.3125,427354.0625,539373.5,NA,NA,NA,NA,"388",2,"Cluster_0106",119.931221961708,118.923945961708,1.78600732486629,"M-H","Cluster_0106",NA,NA,NA,NA,NA,NA,NA,"",""
"107","Cluster_0107",5490318.5,4448823.5,822655.375,681004.5,NA,NA,287146.84375,NA,"390",2,"Cluster_0107",119.931383243813,118.924107243813,19.3930275350784,"M-H","Cluster_0107",NA,NA,NA,NA,NA,NA,NA,"CHNP3","[M - H]-"
"108","Cluster_0108",NA,436527.8125,4283.2373046875,37083.9375,NA,NA,NA,NA,"387",2,"Cluster_0108",119.931206723864,118.923930723864,16.7671006333847,"M-H","Cluster_0108",NA,NA,NA,NA,NA,NA,NA,"CHNP3","[M - H]-"
"109","Cluster_0109",135365.78125,237219.3125,427354.0625,539373.5,NA,NA,NA,NA,"389",2,"Cluster_0109",119.931221961708,118.923945961708,1.78600732486629,"M-H","Cluster_0109",NA,NA,NA,NA,NA,NA,NA,"",""
"110","Cluster_0110",22396176,25740530,135411920,137347376,NA,NA,NA,NA,"394",3,"Cluster_0110",120.042791662174,119.035515662174,1.02649232688896,"M-H","Cluster_0110",NA,NA,NA,NA,NA,NA,NA,"C4H8O4|C2H6N3O3|C5H4N4|CH7N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"111","Cluster_0111",5728787.5,5135155.5,20317778,19836332,NA,NA,NA,NA,"397",2,"Cluster_0111",120.057424926121,119.050148926121,9.31927985655518,"M-H","Cluster_0111",NA,NA,NA,NA,NA,NA,NA,"C8H8O|C4H11NOP|C6H6N3|C2H9N4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"112","Cluster_0112",NA,175528.546875,NA,NA,437485.46875,20134210,132015.890625,7257262.5,"396",2,"Cluster_0112",120.057235847847,119.049959847847,6.86687968634437,"M-H","Cluster_0112",NA,NA,NA,NA,NA,NA,NA,"C8H8O|C4H11NOP|C6H6N3|C2H9N4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"113","Cluster_0113",NA,NA,NA,NA,596154,5391879,472360.28125,6191834.5,"395",2,"Cluster_0113",120.05719630924,119.04992030924,4.75532398097409,"M-H","Cluster_0113",NA,NA,NA,NA,NA,NA,NA,"C8H8O|C4H11NOP|C6H6N3|C2H9N4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"114","Cluster_0114",4277379.5,4672032.5,15290382,17189122,NA,NA,NA,NA,"398",2,"Cluster_0114",121.053061771206,120.045785771206,9.48785596374143,"M-H","Cluster_0114",NA,NA,NA,NA,NA,NA,NA,"",""
"115","Cluster_0115",478537.46875,526349.25,883629.3125,920618.25,NA,NA,NA,NA,"411",2,"Cluster_0115",122.036976784433,121.029700784433,8.16243576952401,"M-H","Cluster_0115",NA,NA,NA,NA,NA,NA,NA,"C7H6O2|C3H9NO2P|C2H8N3OS|C5H4N3O|CH7N4OP|H6N6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"116","Cluster_0116",66143316,63697012,79380584,88415520,NA,NA,NA,NA,"413",2,"Cluster_0116",122.037076563414,121.029800563414,8.4942381809362,"M-H","Cluster_0116",NA,NA,NA,NA,NA,NA,NA,"C7H6O2|C5H4N3O|C3H9NO2P|C2H8N3OS|CH7N4OP|H6N6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"117","Cluster_0117",NA,NA,139497.640625,84198.078125,157365.078125,1144004.375,113601.890625,466950.15625,"410",2,"Cluster_0117",122.036934332921,121.029658332921,5.62051250393184,"M-H","Cluster_0117",NA,NA,NA,NA,NA,NA,NA,"C7H6O2|C3H9NO2P|C2H8N3OS|H6N6S|C5H4N3O|CH7N4OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"118","Cluster_0118",NA,NA,NA,NA,6141316.5,8919117,7361931,12490434,"409",2,"Cluster_0118",122.03687615863,121.02960015863,5.87830192050943,"M-H","Cluster_0118",NA,NA,NA,NA,NA,NA,NA,"C7H6O2|C5H4N3O|C3H9NO2P|CH7N4OP|C2H8N3OS|H6N6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"119","Cluster_0119",372150.09375,387241.53125,724470.875,614710.375,NA,NA,NA,NA,"412",2,"Cluster_0119",122.037056455202,121.029780455202,10.0448396126863,"M-H","Cluster_0119",NA,NA,NA,NA,NA,NA,NA,"C7H6O2|C3H9NO2P|C5H4N3O|C2H8N3OS|CH7N4OP|H6N6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"120","Cluster_0120",10828187,12027643,29351054,29448856,NA,518144.4375,87532.078125,384654.5,"416",2,"Cluster_0120",122.047666728266,121.040390728266,7.01291275008476,"M-H","Cluster_0120",NA,NA,NA,NA,NA,NA,NA,"C6H6N2O|C4H4N5|C2H9N3OP|C4H11O2P|H7N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"121","Cluster_0121",109224.90625,30390.626953125,67956.609375,95211.984375,4178857,6294424,4147743.5,44936076,"415",2,"Cluster_0121",122.047446855096,121.040170855096,4.33219549685274,"M-H","Cluster_0121",NA,NA,NA,NA,NA,NA,NA,"C6H6N2O|C2H9N3OP|C4H4N5|H7N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"122","Cluster_0122",18596556,22094698,84447664,84277040,NA,NA,NA,NA,"433",3,"Cluster_0122",123.031699506451,122.024423506451,1.02784957025218,"M-H","Cluster_0122",NA,NA,NA,NA,NA,NA,NA,"C6H5NO2|C2H8N2O2P|C4H3N4O|H6N5OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"123","Cluster_0123",637013.625,570596.75,351007.5,555300.0625,NA,NA,NA,NA,"424",2,"Cluster_0123",123.009158536213,122.001882536213,18.9815672817822,"M-H","Cluster_0123",NA,NA,NA,NA,NA,NA,NA,"C2H6NO3P|C6H3O3|CH5N3O2S|C9HN|H4N4O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"124","Cluster_0124",1566628.375,2017932.625,2188763.25,2374255,NA,NA,NA,NA,"419",2,"Cluster_0124",123.00691520492,121.99963920492,19.8920601281781,"M-H","Cluster_0124",NA,NA,NA,NA,NA,NA,NA,"C2H6NO3P|C6H3O3|C4HN3O2|C2H7N2S2|H4N4O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"125","Cluster_0125",2598197.75,519006.78125,1864458.125,1785396.625,NA,NA,NA,NA,"417",3,"Cluster_0125",123.005668582017,121.998392582017,20.1803283952961,"M-H","Cluster_0125",NA,NA,NA,NA,NA,NA,NA,"C4HN3O2|CH3N2O5|H4N4O2P","[M - H]-|[M - H]-|[M - H]-"
"126","Cluster_0126",2108554,247687.65625,217708.671875,303595.71875,NA,NA,NA,NA,"426",3,"Cluster_0126",123.009680370329,122.002404370329,21.8048901141262,"M-H","Cluster_0126",NA,NA,NA,NA,NA,NA,NA,"CH5N3O2S|C6H3O3|C9HN|C2H6NO3P|CH7N3P2|C3H7O3S|C5H4N2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"127","Cluster_0127",NA,2037315.25,NA,866200.5,NA,NA,NA,NA,"418",2,"Cluster_0127",123.006857537543,121.999581537543,22.8426965041737,"M-H","Cluster_0127",NA,NA,NA,NA,NA,NA,NA,"C2H6NO3P|C6H3O3|C4HN3O2|H4N4O2P|C2H7N2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"128","Cluster_0128",280309.21875,1428346.875,764741.8125,716749.875,NA,NA,NA,NA,"422",2,"Cluster_0128",123.007650603628,122.000374603628,23.358560898583,"M-H","Cluster_0128",NA,NA,NA,NA,NA,NA,NA,"C6H3O3|C4HN3O2|C2H6NO3P|H4N4O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"129","Cluster_0129",967161,710420.125,1164305.5,1306573.75,NA,NA,NA,NA,"423",2,"Cluster_0129",123.00769050965,122.00041450965,24.4637119123406,"M-H","Cluster_0129",NA,NA,NA,NA,NA,NA,NA,"C2H6NO3P|C6H3O3|C4HN3O2|H4N4O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
