Name;name;formula;adduct;evidence;m/z;RT
Cluster_1681;;;;;320.1984885;10.90691081
Cluster_1682;;;;;320.1996568;11.57464107
Cluster_1683;;;;;320.1996584;11.74073379
Cluster_1684;;;;;320.2081031;9.506335231
Cluster_1685;;;;;321.1164411;9.2145
Cluster_1686;;;;;321.1236731;9.264555834
Cluster_1687;;;;;321.12387;7.982142046
Cluster_1688;;;;;321.12387;7.982142046
Cluster_1689;;;;;321.2542304;13.65146434
Cluster_1690;;;;;321.2201746;17.70284846
Cluster_1691;;;;;322.0922612;6.38763683
Cluster_1692;;;;;322.1781629;7.549982993
Cluster_1693;;;;;322.195988;10.60544061
Cluster_1694;;;;;322.2156858;10.97299865
Cluster_1695;;;;;322.214071;11.3613766
Cluster_1696;;;;;322.2156858;10.97299865
Cluster_1697;;;;;323.0283098;0.969326667
Cluster_1698;;;;;323.0283102;0.762191509
Cluster_1699;;;;;323.1104327;9.732573101
Cluster_1700;;;;;323.2220886;12.44711667
Cluster_1701;;;;;323.1259327;5.957956101
Cluster_1702;;;;;323.1241405;6.141616923
Cluster_1703;;;;;323.1603089;5.245932995
Cluster_1704;;;;;324.1084879;8.976162723
Cluster_1705;;;;;324.194135;8.793241794
Cluster_1706;;;;;324.1084879;8.976162723
Cluster_1707;;;;;324.0975859;9.909917776
Cluster_1708;;;;;324.1424624;10.11150323
Cluster_1709;;;;;324.1097288;10.35245361
Cluster_1710;;;;;324.108068;6.529019047
Cluster_1711;;;;;324.2181748;20.36065088
Cluster_1712;;;;;324.1081323;6.697233333
Cluster_1713;;;;;324.1417513;8.012575736
Cluster_1714;;;;;325.0418298;1.242535986
Cluster_1715;;;;;325.0658163;2.207066667
Cluster_1716;;;;;325.0538568;2.671127022
Cluster_1717;;;;;325.0658163;2.206637713
Cluster_1718;;;;;325.1064252;2.953421321
Cluster_1719;;;;;325.1064252;2.953421321
Cluster_1720;;;;;325.1079755;3.170339937
Cluster_1721;;;;;325.1075204;8.220511391
Cluster_1722;;;;;325.064474;8.654940319
Cluster_1723;;;;;325.106186;7.699616667
Cluster_1724;;;;;325.1075204;8.220511391
Cluster_1725;;;;;325.1061403;7.643483951
Cluster_1726;;;;;325.105577;4.936382227
Cluster_1727;;;;;325.1196415;3.679788862
Cluster_1728;;;;;325.1044532;9.727545432
Cluster_1729;;;;;325.1837285;16.76463161
Cluster_1730;;;;;325.1837447;16.85849419
Cluster_1731;;;;;325.1837739;16.94924534
Cluster_1732;;;;;325.1837757;17.22777502
Cluster_1733;;;;;325.184241;18.95288253
Cluster_1734;;;;;325.1842514;19.45869006
Cluster_1735;;;;;325.1997801;1.986733333
Cluster_1736;;;;;325.1998437;2.012948209
Cluster_1737;;;;;326.0883513;7.075974239
Cluster_1738;;;;;326.109946;7.643053425
Cluster_1739;;;;;326.2336633;10.3464884
Cluster_1740;;;;;326.2324871;10.92695819
Cluster_1741;;;;;326.2335924;11.06577119
Cluster_1742;;;;;326.2336099;11.29474597
Cluster_1743;;;;;326.9037214;6.760513188
Cluster_1744;;;;;327.0841216;4.311457199
Cluster_1745;;;;;327.1203943;4.84890077
Cluster_1746;;;;;327.1218712;7.540817797
Cluster_1747;;;;;327.1135515;8.501354554
Cluster_1748;;;;;327.192335;9.691587512
Cluster_1749;;;;;327.1218712;7.540817797
Cluster_1750;;;;;327.192335;9.691587512
Cluster_1751;;;;;327.2282479;14.28391908
Cluster_1752;;;;;328.0457436;2.784374659
Cluster_1753;;;;;328.0442603;2.310394527
Cluster_1754;;;;;328.0457554;2.710216667
Cluster_1755;;;;;328.1876621;6.928580719
Cluster_1756;;;;;328.1040266;7.167825971
Cluster_1757;;;;;328.1876596;6.951483333
Cluster_1758;;;;;328.1044972;8.052839745
Cluster_1759;;;;;328.1516349;8.192818445
Cluster_1760;;;;;328.1515751;8.2059
Cluster_1761;;;;;328.2477873;10.75159754
Cluster_1762;;;;;328.1876078;6.441840554
Cluster_1763;;;;;328.1876078;6.441840554
Cluster_1764;;;;;328.2122729;11.16314893
Cluster_1765;;;;;328.2137273;11.45638333
Cluster_1766;;;;;328.1775733;10.12844998
Cluster_1767;;;;;328.2136277;11.4046727
Cluster_1768;;;;;328.2136277;11.4046727
Cluster_1769;;;;;328.9543503;4.812989709
Cluster_1770;;;;;329.1224728;8.569965729
Cluster_1771;;;;;329.1224728;8.569965729
Cluster_1772;;;;;329.2335825;10.9635
Cluster_1773;;;;;330.0497293;2.786664458
Cluster_1774;;;;;330.0756599;7.78372907
Cluster_1775;;;;;330.228081;10.60377934
Cluster_1776;;;;;330.2295559;10.74428745
Cluster_1777;;;;;330.2280868;11.57470194
Cluster_1778;;;;;330.2280698;11.74435003
Cluster_1779;;;;;330.2280484;11.84302084
Cluster_1780;;;;;331.0918642;8.421696853
Cluster_1781;;;;;331.0919505;8.452383333
Cluster_1782;;;;;331.103901;3.756691796
Cluster_1783;;;;;331.2119473;10.52870923
Cluster_1784;;;;;331.2122634;10.88248362
Cluster_1785;;;;;332.0177933;1.18926
Cluster_1786;;;;;332.0177933;1.186614738
Cluster_1787;;;;;332.1037946;9.301313535
Cluster_1788;;;;;332.1242189;7.699616667
Cluster_1789;;;;;332.207724;7.549941252
Cluster_1790;;;;;332.1242189;7.698700888
Cluster_1791;;;;;332.1037946;9.301313535
Cluster_1792;;;;;332.2081863;9.7162
Cluster_1793;;;;;332.2437963;11.36448097
Cluster_1794;;;;;332.2081863;9.712536392
Cluster_1795;;;;;332.2438649;10.97277777
Cluster_1796;;;;;334.0696675;5.184451865
Cluster_1797;;;;;334.177854;7.455866667
Cluster_1798;;;;;334.2120373;11.45871302
Cluster_1799;;;;;334.2140538;11.66084071
Cluster_1800;;;;;334.2143399;13.3485178
Cluster_1801;;;;;334.223922;10.19221136
Cluster_1802;;;;;335.0604527;2.697398599
Cluster_1803;;;;;335.1096079;11.155785
Cluster_1804;;;;;335.1096132;11.23653649
Cluster_1805;;;;;335.2220464;12.85364216
Cluster_1806;;;;;335.2220973;14.79940975
Cluster_1807;;;;;335.2220548;13.47764495
Cluster_1808;;;;;336.0320156;1.7499
Cluster_1809;;;;;336.1202806;8.062079554
Cluster_1810;;;;;336.1202806;8.062079554
Cluster_1811;;;;;336.1957919;8.516588267
Cluster_1812;;;;;336.2120678;11.45638333
Cluster_1813;;;;;336.2121425;11.66083557
Cluster_1814;;;;;336.2302554;11.86411417
Cluster_1815;;;;;336.2042057;1.970216558
Cluster_1816;;;;;336.2301954;14.42354086
Cluster_1817;;;;;336.2315647;14.59867746
Cluster_1818;;;;;337.0196709;1.18926
Cluster_1819;;;;;338.2099069;9.615386505
Cluster_1820;;;;;338.1583653;10.5762033
Cluster_1821;;;;;338.2104329;10.74868975
Cluster_1822;;;;;338.2095668;8.669566209
Cluster_1823;;;;;338.1616238;8.76144184
Cluster_1824;;;;;339.1996222;18.43659281
Cluster_1825;;;;;339.1275317;18.62390147
Cluster_1826;;;;;339.1999878;19.94312137
Cluster_1827;;;;;339.1999826;20.30741862
Cluster_1828;;;;;339.1996696;17.87551183
Cluster_1829;;;;;339.1996459;18.03598834
Cluster_1830;;;;;339.2063008;18.14925271
Cluster_1831;;;;;339.1996222;18.43659281
Cluster_1832;;;;;339.2175468;15.73301753
Cluster_1833;;;;;340.041917;9.677718277
Cluster_1834;;;;;340.0584537;1.320130883
Cluster_1835;;;;;340.1038925;7.799087159
Cluster_1836;;;;;340.212146;14.13428066
Cluster_1837;;;;;340.2037202;19.93437186
Cluster_1838;;;;;340.2484245;11.76231301
Cluster_1839;;;;;341.0597708;11.59713894
Cluster_1840;;;;;341.0637332;4.9143685
Cluster_1841;;;;;341.0840173;4.121101165
Cluster_1842;;;;;341.0843742;6.77977039
Cluster_1843;;;;;341.0984997;8.97275208
Cluster_1844;;;;;341.1324211;10.11143431
Cluster_1845;;;;;341.1422736;19.39183703
Cluster_1846;;;;;341.3058162;22.22390127
Cluster_1847;;;;;342.0562703;2.209047218
Cluster_1848;;;;;342.0803662;4.703795186
Cluster_1849;;;;;342.0803662;4.703795186
Cluster_1850;;;;;342.2243755;11.80173915
Cluster_1851;;;;;342.2641696;11.54770792
Cluster_1852;;;;;342.2243755;11.80173915
Cluster_1853;;;;;342.9678994;4.278772689
Cluster_1854;;;;;343.0803682;4.121047914
Cluster_1855;;;;;343.0803682;4.121047914
Cluster_1856;;;;;343.0797815;5.347521333
Cluster_1857;;;;;343.0796229;5.423477423
Cluster_1858;;;;;343.0682069;4.949566667
Cluster_1859;;;;;343.2222022;9.634893687
Cluster_1860;;;;;343.1038231;9.822791855
Cluster_1861;;;;;343.1038231;9.822791855
Cluster_1862;;;;;343.9944746;0.729840097
Cluster_1863;;;;;344.1099619;1.132020776
Cluster_1864;;;;;344.1502431;11.20393444
Cluster_1865;;;;;344.1502431;11.20393444
Cluster_1866;;;;;344.2422685;11.44913813
Cluster_1867;;;;;344.2435175;11.66049399
Cluster_1868;;;;;344.0540522;7.487242221
Cluster_1869;;;;;344.0984726;7.918837301
Cluster_1870;;;;;344.0980897;5.186675572
Cluster_1871;;;;;344.0984726;7.918837301
Cluster_1872;;;;;344.2435175;11.66049399
Cluster_1873;;;;;344.2436451;11.45638333
Cluster_1874;;;;;344.2436991;8.769198998
Cluster_1875;;;;;344.2439124;12.68854163
Cluster_1876;;;;;344.9655437;4.275522394
Cluster_1877;;;;;345.1519905;4.440604714
Cluster_1878;;;;;345.0639561;7.308367554
Cluster_1879;;;;;345.0639561;7.308367554
Cluster_1880;;;;;345.0797839;3.633897926
Cluster_1881;;;;;346.0560013;0.761131415
Cluster_1882;;;;;346.0560347;1.027454169
Cluster_1883;;;;;346.0719219;7.133709485
Cluster_1884;;;;;346.0784688;7.510268319
Cluster_1885;;;;;346.1703947;7.643994169
Cluster_1886;;;;;346.0757712;7.2026
Cluster_1887;;;;;346.2237827;10.1878805
Cluster_1888;;;;;346.2237545;10.25581473
Cluster_1889;;;;;346.2237962;10.44123265
Cluster_1890;;;;;346.2237827;10.1878805
Cluster_1891;;;;;346.2600064;11.86485417
Cluster_1892;;;;;346.956096;3.558237988
Cluster_1893;;;;;346.956096;3.558237988
Cluster_1894;;;;;347.059587;16.53593509
Cluster_1895;;;;;347.0595521;16.58740875
Cluster_1896;;;;;347.049514;1.180784106
Cluster_1897;;;;;348.0615273;6.901888754
Cluster_1898;;;;;348.2397223;10.74743712
Cluster_1899;;;;;348.2396825;11.21263333
Cluster_1900;;;;;348.1937941;9.982014863
Cluster_1901;;;;;348.1940928;10.11596512
Cluster_1902;;;;;348.2397223;10.74743712
Cluster_1903;;;;;348.2384781;8.664983215
Cluster_1904;;;;;348.2384223;8.905720996
Cluster_1905;;;;;348.2383253;9.611246282
Cluster_1906;;;;;348.2118125;11.80274562
Cluster_1907;;;;;348.2303036;12.09150726
Cluster_1908;;;;;348.2302714;12.52137011
Cluster_1909;;;;;348.2383709;8.698583333
Cluster_1910;;;;;348.2384223;8.905720996
Cluster_1911;;;;;348.2303322;12.30199991
Cluster_1912;;;;;348.2302714;12.52137011
Cluster_1913;;;;;349.1702658;6.552897907
Cluster_1914;;;;;349.1257421;5.1949
Cluster_1915;;;;;350.1735405;8.563684921
Cluster_1916;;;;;350.1735948;8.72776601
Cluster_1917;;;;;350.2101461;10.93460522
Cluster_1918;;;;;350.1735948;8.72776601
Cluster_1919;;;;;350.2101672;9.174325063
Cluster_1920;;;;;350.2101461;10.93460522
Cluster_1921;;;;;350.210206;11.07655536
Cluster_1922;;;;;350.2099231;9.240289061
Cluster_1923;;;;;350.2096374;9.427518824
Cluster_1924;;;;;350.2100454;9.893856365
Cluster_1925;;;;;351.0684598;9.487331528
Cluster_1926;;;;;351.1436905;4.770016386
Cluster_1927;;;;;351.1184824;6.986956399
Cluster_1928;;;;;351.1436905;4.770016386
Cluster_1929;;;;;351.1184559;6.964216667
Cluster_1930;;;;;351.2396814;3.759176733
Cluster_1931;;;;;351.1862478;22.10249026
Cluster_1932;;;;;351.2177408;11.12907689
Cluster_1933;;;;;351.2177408;11.12907689
Cluster_1934;;;;;352.1156318;2.055632625
Cluster_1935;;;;;352.1740284;7.175267676
Cluster_1936;;;;;352.1156318;2.055632625
Cluster_1937;;;;;352.2076358;9.01569746
Cluster_1938;;;;;352.1039714;8.647692835
Cluster_1939;;;;;352.1039621;8.698583333
Cluster_1940;;;;;352.2080912;9.173173464
Cluster_1941;;;;;352.2064443;9.893043808
Cluster_1942;;;;;352.1740753;7.2026
Cluster_1943;;;;;352.2119726;11.36353394
Cluster_1944;;;;;352.1741422;11.52980182
Cluster_1945;;;;;352.2064443;9.893043808
Cluster_1946;;;;;352.225784;10.25681955
Cluster_1947;;;;;353.0539032;4.330754497
Cluster_1948;;;;;353.1357955;3.97547916
Cluster_1949;;;;;353.0539032;4.330754497
Cluster_1950;;;;;353.1003492;9.319971722
Cluster_1951;;;;;353.1000248;5.47767002
Cluster_1952;;;;;353.1741609;5.667777132
Cluster_1953;;;;;353.1422839;19.12735385
Cluster_1954;;;;;353.1836968;22.10392562
Cluster_1955;;;;;353.1998102;16.54032582
Cluster_1956;;;;;354.0782511;6.900981172
Cluster_1957;;;;;354.0837093;7.455866667
Cluster_1958;;;;;354.083656;7.627758059
Cluster_1959;;;;;354.0836458;7.374709235
Cluster_1960;;;;;354.083656;7.627758059
Cluster_1961;;;;;354.0782511;6.900981172
Cluster_1962;;;;;354.1300546;7.037365329
Cluster_1963;;;;;354.0836458;7.374709235
Cluster_1964;;;;;354.121855;8.021145607
Cluster_1965;;;;;354.0835984;8.452383333
Cluster_1966;;;;;354.0824435;9.630729946
Cluster_1967;;;;;354.0896318;8.698583333
Cluster_1968;;;;;354.121855;8.021145607
Cluster_1969;;;;;354.2221568;10.25800166
Cluster_1970;;;;;354.2279253;11.45638333
Cluster_1971;;;;;354.2655219;11.86956683
Cluster_1972;;;;;354.228093;11.3808934
Cluster_1973;;;;;354.2280354;11.44013122
Cluster_1974;;;;;354.300201;20.44302499
Cluster_1975;;;;;355.0621711;4.005099071
Cluster_1976;;;;;355.1143761;1.924520554
Cluster_1977;;;;;355.1164396;8.359453511
Cluster_1978;;;;;355.1158213;5.827791801
Cluster_1979;;;;;355.1164396;8.359453511
Cluster_1980;;;;;355.1582283;20.14328069
Cluster_1981;;;;;355.1578164;20.45007819
Cluster_1982;;;;;355.3217422;22.57720059
Cluster_1983;;;;;355.3215222;22.7723356
Cluster_1984;;;;;355.3219245;22.34279016
Cluster_1985;;;;;356.020172;10.4653
Cluster_1986;;;;;356.0201523;10.47871409
Cluster_1987;;;;;356.0903963;10.69035641
Cluster_1988;;;;;356.0996655;7.2026
Cluster_1989;;;;;356.0995438;8.080840761
Cluster_1990;;;;;356.090404;10.70006667
Cluster_1991;;;;;356.090105;8.897097006
Cluster_1992;;;;;356.1183966;12.52126861
Cluster_1993;;;;;356.118297;12.39723428
Cluster_1994;;;;;356.2437762;11.80110231
Cluster_1995;;;;;356.2437181;11.89660462
Cluster_1996;;;;;356.2437762;11.80110231
Cluster_1997;;;;;356.2437181;11.89660462
Cluster_1998;;;;;357.055705;1.463740681
Cluster_1999;;;;;357.0798382;6.939061097
Cluster_2000;;;;;357.1035566;7.722835417
Cluster_2001;;;;;358.082503;2.055994008
Cluster_2002;;;;;358.082503;2.055994008
Cluster_2003;;;;;358.0699672;8.530993626
Cluster_2004;;;;;358.0700326;10.44759631
Cluster_2005;iglu#2;C14H18NO8P;;sirius + RT publication;358.069589;6.096384074
Cluster_2006;;;;;358.0701988;9.955633333
Cluster_2007;;;;;358.0700558;10.45448333
Cluster_2008;;;;;358.134175;10.9635
Cluster_2009;;;;;358.2224234;9.981699369
Cluster_2010;;;;;358.2235439;10.11524153
Cluster_2011;;;;;358.1342364;10.97135737
Cluster_2012;;;;;358.1344066;11.03766012
Cluster_2013;;;;;358.2596751;12.08816019
Cluster_2014;;;;;358.2596795;12.30085155
Cluster_2015;;;;;358.2596288;12.52475248
Cluster_2016;;;;;358.2596288;12.52475248
Cluster_2017;;;;;359.1042607;4.962483333
Cluster_2018;;;;;359.0739484;8.532067562
Cluster_2019;;;;;359.1041019;4.974673911
Cluster_2020;;;;;359.1041019;4.974673911
Cluster_2021;;;;;360.0519262;2.646116672
Cluster_2022;;;;;360.2383051;9.01497159
Cluster_2023;;;;;360.239533;9.175973019
Cluster_2024;;;;;360.2396972;10.95276667
Cluster_2025;;;;;360.238382;9.894621731
Cluster_2026;;;;;360.2383051;9.01497159
Cluster_2027;;;;;360.239533;9.175973019
Cluster_2028;;;;;360.2382943;9.240774025
Cluster_2029;;;;;360.2397603;10.79871989
Cluster_2030;;;;;360.2396783;10.93464983
Cluster_2031;;;;;360.2397603;10.79871989
Cluster_2032;;;;;360.2396783;10.93464983
Cluster_2033;;;;;361.0635263;6.847195187
Cluster_2034;;;;;361.1141686;8.588514474
Cluster_2035;;;;;361.1382605;11.52631015
Cluster_2036;;;;;361.1875447;10.06735661
Cluster_2037;;;;;361.1875447;10.06735661
Cluster_2038;;;;;362.1717988;0.730138069
Cluster_2039;;;;;362.2099068;11.29454835
Cluster_2040;;;;;362.2099141;11.06553723
Cluster_2041;;;;;362.2097423;9.943412386
Cluster_2042;;;;;362.2099026;10.9264091
Cluster_2043;;;;;362.2097602;9.955633333
Cluster_2044;;;;;362.2540956;10.25758198
Cluster_2045;;;;;362.2460079;12.94233789
Cluster_2046;;;;;362.2461528;16.2247515
Cluster_2047;;;;;363.0480708;5.606473839
Cluster_2048;;;;;363.1663695;7.596697926
Cluster_2049;;;;;363.1663695;7.596697926
Cluster_2050;;;;;363.1415509;4.859218609
Cluster_2051;;;;;363.2035243;5.657882178
Cluster_2052;;;;;364.087825;6.290087485
Cluster_2053;;;;;364.2063518;11.295963
Cluster_2054;;;;;364.2245119;10.70906667
Cluster_2055;;;;;364.2058451;10.9271587
Cluster_2056;;;;;364.226165;11.01464406
Cluster_2057;;;;;364.2063518;11.295963
Cluster_2058;;;;;364.2257717;10.75130702
Cluster_2059;;;;;364.2259325;10.14267012
Cluster_2060;;;;;365.0323898;1.612755439
Cluster_2061;;;;;366.1185088;8.897371064
Cluster_2062;;;;;366.1197987;10.69330175
Cluster_2063;;;;;366.1197987;10.69330175
Cluster_2064;;;;;366.2221262;11.01454305
Cluster_2065;;;;;366.2221262;11.01454305
Cluster_2066;;;;;366.126472;7.711966667
Cluster_2067;;;;;366.2404952;14.06602882
Cluster_2068;;;;;367.158162;19.95183333
Cluster_2069;;;;;367.1579148;20.16854704
Cluster_2070;;;;;367.2459217;19.7555945
Cluster_2071;;;;;367.1581785;19.8873702
Cluster_2072;;;;;367.1579148;20.16854704
Cluster_2073;;;;;368.2056849;1.986733333
Cluster_2074;;;;;368.205691;2.014923941
Cluster_2075;;;;;368.2800414;21.03266948
Cluster_2076;;;;;369.1316685;7.21315
Cluster_2077;;;;;369.1317082;7.221804587
Cluster_2078;;;;;369.0180753;9.318232762
Cluster_2079;;;;;369.0180753;9.318232762
Cluster_2080;;;;;369.1324969;7.793688049
Cluster_2081;;;;;369.0942063;8.698583333
Cluster_2082;;;;;369.0940785;8.647567098
Cluster_2083;;;;;369.1317156;6.65494626
Cluster_2084;;;;;369.1316663;5.610812082
Cluster_2085;;;;;369.131691;5.671437034
Cluster_2086;;;;;369.1535569;10.35790883
Cluster_2087;;;;;369.1316663;5.610812082
Cluster_2088;;;;;369.131691;5.671437034
Cluster_2089;;;;;369.2021893;5.889349448
Cluster_2090;;;;;369.1535569;10.35790883
Cluster_2091;;;;;369.1739763;20.56348669
Cluster_2092;;;;;369.3377209;23.1525716
Cluster_2093;;;;;369.3364647;23.27714426
Cluster_2094;;;;;370.0896742;7.008581122
Cluster_2095;;;;;370.1143131;8.452383333
Cluster_2096;;;;;370.1143131;8.457915636
Cluster_2097;;;;;370.2597297;12.19851667
Cluster_2098;;;;;370.2144003;12.48241357
Cluster_2099;;;;;370.2140314;12.55055617
Cluster_2100;;;;;370.2235312;11.14673253
Cluster_2101;;;;;370.2235312;11.14673253
Cluster_2102;;;;;371.2296544;3.762464334
Cluster_2103;;;;;371.1681097;8.724582367
Cluster_2104;;;;;371.2296544;3.762464334
Cluster_2105;;;;;371.2081563;7.600885001
Cluster_2106;;;;;372.0843758;6.593887399
Cluster_2107;;;;;372.1804896;9.819195751
Cluster_2108;;;;;372.2382697;10.92669472
Cluster_2109;;;;;372.2384583;11.06567951
Cluster_2110;;;;;372.2381243;11.29406176
Cluster_2111;;;;;372.2396379;11.47374344
Cluster_2112;;;;;372.2395198;10.34780932
Cluster_2113;;;;;372.2302132;12.79303842
Cluster_2114;;;;;372.2744561;12.94226063
Cluster_2115;;;;;372.2744368;12.95253333
Cluster_2116;;;;;372.2744895;16.2211093
Cluster_2117;;;;;373.0442875;16.10155325
Cluster_2118;;;;;373.0442525;21.51506376
Cluster_2119;;;;;373.0442335;21.63245182
Cluster_2120;;;;;373.0441254;16.49741154
Cluster_2121;;;;;373.0438647;21.04504652
Cluster_2122;;;;;373.0884889;7.726045602
Cluster_2123;;;;;374.1317475;20.44227802
Cluster_2124;;;;;374.2440546;12.98533719
Cluster_2125;;;;;374.2540495;10.75085813
Cluster_2126;;;;;374.256023;10.87473151
Cluster_2127;;;;;374.2455481;14.41832298
Cluster_2128;;;;;374.2540541;11.01506977
Cluster_2129;;;;;374.2544928;12.08272236
Cluster_2130;;;;;375.0403668;16.10314469
Cluster_2131;;;;;375.1302393;7.699616667
Cluster_2132;;;;;375.1298703;9.375175933
Cluster_2133;;;;;375.1315807;9.77787171
Cluster_2134;;;;;375.1315807;9.77787171
Cluster_2135;;;;;375.2398041;10.14528325
Cluster_2136;;;;;375.1301788;7.646747091
Cluster_2137;;;;;375.2398041;10.14528325
Cluster_2138;;;;;376.2257196;11.76247965
Cluster_2139;;;;;376.2256891;11.89684053
Cluster_2140;;;;;376.2257127;12.0793765
Cluster_2141;;;;;377.1343013;6.528165607
Cluster_2142;;;;;377.0859122;0.727404679
Cluster_2143;angl#2;C13H18NO10P;[M-H]-;MS2 match ;378.0584431;4.902723209
Cluster_2144;;;;;378.0598945;7.532126009
Cluster_2145;;;;;378.1121207;6.829106064
Cluster_2146;;;;;378.2300045;11.75789777
Cluster_2147;;;;;378.2404875;11.54675206
Cluster_2148;;;;;378.2405045;11.26420689
Cluster_2149;;;;;378.2404875;11.54675206
Cluster_2150;;;;;379.0423784;4.069113129
Cluster_2151;;;;;379.1501727;4.7862702
Cluster_2152;;;;;379.0821842;0.727466602
Cluster_2153;;;;;379.1160428;8.635723718
Cluster_2154;;;;;379.1541578;7.711966667
Cluster_2155;;;;;379.1582297;19.457
Cluster_2156;;;;;379.1582297;19.4529253
Cluster_2157;;;;;379.2600052;19.8498999
Cluster_2158;;;;;379.1982527;20.81192264
Cluster_2159;;;;;379.2600052;19.8498999
Cluster_2160;;;;;379.9283511;3.561569483
Cluster_2161;;;;;380.0822075;2.287821751
Cluster_2162;;;;;380.1356398;9.903947051
Cluster_2163;;;;;380.2202093;8.769371375
Cluster_2164;;;;;380.1576509;11.80917878
Cluster_2165;;;;;380.2379962;11.54706162
Cluster_2166;;;;;380.2438067;12.55082415
Cluster_2167;;;;;380.2358163;16.66665162
Cluster_2168;;;;;380.2379962;11.54706162
Cluster_2169;;;;;381.019819;8.032868645
Cluster_2170;;;;;381.019819;8.032868645
Cluster_2171;;;;;381.1156974;6.840646077
Cluster_2172;;;;;381.1161543;9.2145
Cluster_2173;;;;;381.1161636;9.226912209
Cluster_2174;;;;;381.1321299;9.381437939
Cluster_2175;;;;;381.1161636;9.226912209
Cluster_2176;;;;;381.1321299;9.381437939
Cluster_2177;;;;;381.1156974;6.840646077
Cluster_2178;;;;;381.1315583;7.20738598
Cluster_2179;;;;;381.1724861;20.63518839
Cluster_2180;;;;;381.1739891;20.27510249
Cluster_2181;;;;;381.1735736;20.70166667
Cluster_2182;;;;;381.1957171;21.20717283
Cluster_2183;;;;;382.1997874;8.698583333
Cluster_2184;;;;;382.1996699;8.681954258
Cluster_2185;;;;;382.1996816;11.16388531
Cluster_2186;;;;;382.2598832;12.79185372
Cluster_2187;;;;;383.1361894;7.206395429
Cluster_2188;;;;;383.1475951;7.496242778
Cluster_2189;;;;;383.1884398;21.75170061
Cluster_2190;;;;;383.188396;21.83776138
Cluster_2191;;;;;383.1899109;20.93191004
Cluster_2192;;;;;383.1898728;21.21418348
Cluster_2193;;;;;383.2295867;6.224741685
Cluster_2194;;;;;383.2064922;12.91884403
Cluster_2195;;;;;383.2296193;6.214816667
Cluster_2196;;;;;383.3521073;23.63872214
Cluster_2197;;;;;383.3521748;23.76536539
Cluster_2198;;;;;383.352499;24.08567411
Cluster_2199;;;;;383.3521187;21.74838545
Cluster_2200;;;;;384.23829;11.46741667
Cluster_2201;;;;;384.2383162;11.52256519
Cluster_2202;;;;;384.9357589;0.91376702
Cluster_2203;;;;;384.9357577;9.853300923
Cluster_2204;;;;;385.0081192;6.922030572
Cluster_2205;;;;;384.9701566;7.012315754
Cluster_2206;;;;;384.9358936;19.53174477
Cluster_2207;;;;;384.9358167;19.91270437
Cluster_2208;;;;;384.93572;20.28955231
Cluster_2209;;;;;384.9358703;20.56370721
Cluster_2210;;;;;384.935817;20.93061445
Cluster_2211;;;;;384.9357976;21.20879606
Cluster_2212;;;;;384.9359989;21.66340445
Cluster_2213;;;;;384.9363896;21.98067119
Cluster_2214;;;;;384.931596;22.55277065
Cluster_2215;;;;;384.9359463;23.04284578
Cluster_2216;;;;;384.9356946;23.2182607
Cluster_2217;;;;;384.9342872;23.5060023
Cluster_2218;;;;;384.9357668;23.65275451
Cluster_2219;;;;;384.9344907;23.710089
Cluster_2220;;;;;384.936274;23.83316222
Cluster_2221;;;;;384.9360803;24.03014052
Cluster_2222;;;;;384.9341576;24.15692883
Cluster_2223;;;;;384.9364632;24.23012706
Cluster_2224;;;;;384.9359672;14.84543288
Cluster_2225;;;;;384.9362271;12.39295567
Cluster_2226;;;;;384.9701566;7.012315754
Cluster_2227;;;;;385.0902446;7.464083333
Cluster_2228;;;;;385.0903297;7.498697644
Cluster_2229;;;;;385.0898468;4.756025897
Cluster_2230;;;;;386.0040039;2.792050245
Cluster_2231;;;;;386.1060886;8.13325161
Cluster_2232;;;;;386.108492;8.214708715
Cluster_2233;;;;;386.1117936;10.11086616
Cluster_2234;;;;;386.1062526;9.732367269
Cluster_2235;;;;;386.1062526;9.732367269
Cluster_2236;;;;;386.2540109;11.76275513
Cluster_2237;;;;;386.25408;11.89416378
Cluster_2238;;;;;386.2559069;12.07462819
Cluster_2239;;;;;386.2555541;12.85992763
Cluster_2240;;;;;387.1143228;0.727716564
Cluster_2241;;;;;388.1444835;13.30688547
Cluster_2242;;;;;388.1543476;15.79371994
Cluster_2243;;;;;388.1543626;16.00532802
Cluster_2244;;;;;388.2698754;11.74870559
Cluster_2245;;;;;388.2257338;11.91912589
Cluster_2246;;;;;388.2701047;11.54647239
Cluster_2247;;;;;388.2704988;12.6951
Cluster_2248;;;;;388.2701047;11.54647239
Cluster_2249;;;;;388.233681;9.518840735
Cluster_2250;;;;;389.0503957;5.014979487
Cluster_2251;;;;;389.05191;7.800433686
Cluster_2252;;;;;389.1443727;8.63675851
Cluster_2253;;;;;389.1458112;10.43735278
Cluster_2254;;;;;390.1103488;7.343785482
Cluster_2255;;;;;390.1556366;9.987392917
Cluster_2256;;;;;390.156106;11.63807571
Cluster_2257;;;;;390.2419825;11.86935347
Cluster_2258;;;;;390.2383473;11.94006783
Cluster_2259;;;;;390.2424277;11.94666667
Cluster_2260;;;;;390.2641244;16.66429328
Cluster_2261;;;;;391.1257105;4.470216667
Cluster_2262;;;;;391.1360437;6.430777555
Cluster_2263;;;;;392.0962842;8.966815569
Cluster_2264;;;;;392.1703983;6.99379933
