Name;name;formula;adduct;evidence;m/z;RT
Cluster_3130;;;;;517.1222797;6.155451178
Cluster_3131;;;;;517.1637748;0.726675489
Cluster_3132;;;;;517.1678445;4.981082452
Cluster_3133;;;;;517.3520179;19.90469499
Cluster_3134;;;;;518.2502014;15.7966785
Cluster_3135;;;;;518.2497755;14.50214903
Cluster_3136;;;;;518.2502014;15.7966785
Cluster_3137;;;;;518.2876456;16.20808333
Cluster_3138;;;;;518.2875693;16.35246787
Cluster_3139;;;;;518.2876993;16.53990013
Cluster_3140;;;;;518.2875484;16.71789156
Cluster_3141;;;;;518.2883701;18.56693484
Cluster_3142;;;;;518.2855793;17.64454655
Cluster_3143;;;;;519.076442;9.635782769
Cluster_3144;;;;;519.1443833;6.788484314
Cluster_3145;;;;;519.3261021;23.76194696
Cluster_3146;;;;;520.1204155;5.956653181
Cluster_3147;;;;;520.1575508;5.525365517
Cluster_3148;;;;;520.1575508;5.525365517
Cluster_3149;;;;;520.2020517;8.11155125
Cluster_3150;;;;;520.2661813;15.63702146
Cluster_3151;;;;;520.2661621;16.13479202
Cluster_3152;;;;;520.301627;17.4602591
Cluster_3153;;;;;520.3018857;17.49218506
Cluster_3154;;;;;520.3024429;17.58860491
Cluster_3155;;;;;520.302245;17.70898455
Cluster_3156;;;;;520.3077027;17.86503715
Cluster_3157;;;;;520.3042415;17.9162567
Cluster_3158;;;;;520.3024392;18.13837879
Cluster_3159;;;;;520.3017233;18.31872538
Cluster_3160;;;;;520.3380167;19.33717261
Cluster_3161;;;;;520.9101159;0.931692007
Cluster_3162;;;;;520.9097834;18.85334024
Cluster_3163;;;;;520.9103584;19.06223728
Cluster_3164;;;;;520.9101898;20.15208029
Cluster_3165;;;;;520.9102602;21.20019439
Cluster_3166;;;;;520.9102308;23.46536374
Cluster_3167;;;;;520.9095278;24.01031848
Cluster_3168;;;;;520.9117847;24.35758296
Cluster_3169;;;;;520.9122598;24.81009202
Cluster_3170;;;;;520.9101974;24.97290931
Cluster_3171;;;;;520.9099389;22.55248731
Cluster_3172;;;;;520.9059619;21.83609218
Cluster_3173;;;;;520.9104273;21.92359259
Cluster_3174;;;;;521.0815294;20.16281462
Cluster_3175;;;;;521.0815745;20.38538166
Cluster_3176;;;;;521.1835983;5.729302631
Cluster_3177;;;;;521.1240223;5.956536065
Cluster_3178;;;;;521.1601812;1.078888128
Cluster_3179;;;;;521.1857046;8.346347987
Cluster_3180;;;;;521.2142259;9.660979052
Cluster_3181;;;;;521.2121296;7.444467299
Cluster_3182;;;;;521.297899;17.17246511
Cluster_3183;;;;;521.297899;17.17246511
Cluster_3184;;;;;521.3059991;18.14349152
Cluster_3185;;;;;521.3803598;24.52836442
Cluster_3186;;;;;522.1520608;12.47412463
Cluster_3187;;;;;522.2816741;16.74737157
Cluster_3188;;;;;522.3542787;20.12502602
Cluster_3189;;;;;522.3544819;20.44848355
Cluster_3190;;;;;523.3021989;18.77452914
Cluster_3191;;;;;523.3023601;18.85259919
Cluster_3192;;;;;523.3022769;19.10702445
Cluster_3193;;;;;524.1164806;6.7967602
Cluster_3194;;;;;524.1675969;10.37349251
Cluster_3195;;;;;524.2038202;15.20593775
Cluster_3196;;;;;524.2997776;14.73307925
Cluster_3197;;;;;524.2038202;15.20593775
Cluster_3198;;;;;524.2643396;13.22164999
Cluster_3199;;;;;524.2616554;13.27946232
Cluster_3200;;;;;524.2739084;13.20905
Cluster_3201;;;;;524.2979026;14.58227879
Cluster_3202;;;;;524.2997776;14.73307925
Cluster_3203;;;;;524.2978786;17.5715969
Cluster_3204;;;;;524.2977158;17.6655132
Cluster_3205;;;;;524.2978116;18.02253675
Cluster_3206;;;;;524.2979344;18.12004797
Cluster_3207;;;;;525.0795646;9.661912854
Cluster_3208;;;;;525.1678412;5.035226764
Cluster_3209;;;;;525.3056374;13.4850748
Cluster_3210;;;;;525.2876119;23.76281256
Cluster_3211;;;;;525.2864771;23.00650311
Cluster_3212;;;;;525.3619071;23.57206272
Cluster_3213;;;;;525.2876119;23.76281256
Cluster_3214;;;;;525.3619071;23.57206272
Cluster_3215;;;;;526.1820457;10.57607363
Cluster_3216;;;;;526.2580433;16.69007804
Cluster_3217;;;;;526.292119;14.97614812
Cluster_3218;;;;;526.294236;15.0884049
Cluster_3219;;;;;526.3141685;15.47895832
Cluster_3220;;;;;526.2921563;14.73091038
Cluster_3221;;;;;526.2920554;16.09725414
Cluster_3222;;;;;527.1838587;6.899602342
Cluster_3223;;;;;527.2497581;10.0760223
Cluster_3224;;;;;528.0679507;3.566060033
Cluster_3225;;;;;528.086439;9.402797073
Cluster_3226;;;;;528.1259184;9.535198757
Cluster_3227;;;;;528.1258983;10.25937495
Cluster_3228;;;;;528.1258983;10.25937495
Cluster_3229;;;;;528.1259184;9.535198757
Cluster_3230;;;;;528.2704388;15.9481
Cluster_3231;;;;;528.2704805;16.12659327
Cluster_3232;;;;;528.2717352;16.27079581
Cluster_3233;;;;;528.2716951;16.44150515
Cluster_3234;;;;;528.2717341;16.59781548
Cluster_3235;;;;;528.3082755;15.2971675
Cluster_3236;;;;;528.307994;15.56673159
Cluster_3237;;;;;528.3076864;15.82792814
Cluster_3238;;;;;528.2716002;15.94320794
Cluster_3239;;;;;528.2704805;16.12659327
Cluster_3240;;;;;529.1337857;6.63038708
Cluster_3241;;;;;529.1337857;6.63038708
Cluster_3242;;;;;529.2044129;6.898001326
Cluster_3243;;;;;529.2044129;6.898001326
Cluster_3244;;;;;530.0838981;12.2422439
Cluster_3245;;;;;530.163964;6.740833655
Cluster_3246;;;;;530.2504337;13.52096293
Cluster_3247;;;;;530.2504027;12.72788059
Cluster_3248;;;;;530.2503255;12.47237512
Cluster_3249;;;;;530.2503227;12.54136928
Cluster_3250;;;;;530.2503922;12.32199099
Cluster_3251;;;;;530.2864653;16.86168032
Cluster_3252;;;;;530.2875859;17.06162533
Cluster_3253;;;;;530.2875324;17.22199986
Cluster_3254;;;;;530.2877606;17.40893605
Cluster_3255;;;;;530.3242536;16.44042376
Cluster_3256;;;;;530.2864653;16.86168032
Cluster_3257;;;;;530.3236811;16.16925662
Cluster_3258;;;;;531.0763736;8.32928968
Cluster_3259;;;;;531.0795251;10.2805175
Cluster_3260;;;;;531.2203992;4.307901734
Cluster_3261;;;;;531.3279389;16.43792087
Cluster_3262;;;;;532.0080152;2.735104103
Cluster_3263;;;;;532.2661202;15.62850805
Cluster_3264;;;;;532.2639924;15.78792503
Cluster_3265;;;;;532.2660639;15.88493889
Cluster_3266;;;;;532.2638787;16.10451991
Cluster_3267;;;;;532.2660614;13.0084676
Cluster_3268;;;;;532.2663551;13.33412183
Cluster_3269;;;;;532.2780106;9.312459026
Cluster_3270;;;;;532.3398248;17.34187948
Cluster_3271;;;;;532.3023872;17.86424719
Cluster_3272;;;;;532.3021861;18.31315163
Cluster_3273;;;;;532.3003972;18.5022538
Cluster_3274;;;;;532.3398248;17.34187948
Cluster_3275;;;;;532.3024612;17.63860153
Cluster_3276;;;;;532.3024612;17.63860153
Cluster_3277;;;;;533.1316584;11.8855097
Cluster_3278;;;;;533.177784;13.15680994
Cluster_3279;;;;;534.1722775;6.352859354
Cluster_3280;;;;;534.1755779;8.795852759
Cluster_3281;;;;;534.1722851;6.499639276
Cluster_3282;;;;;534.1723014;5.911028743
Cluster_3283;;;;;534.2818176;16.44310743
Cluster_3284;;;;;534.2817483;16.72762965
Cluster_3285;;;;;534.2798871;17.01411293
Cluster_3286;;;;;534.2798252;17.18143386
Cluster_3287;;;;;534.2819285;13.71050391
Cluster_3288;;;;;534.2820315;14.09749314
Cluster_3289;;;;;534.3318731;18.23599117
Cluster_3290;;;;;534.3178687;18.44644349
Cluster_3291;;;;;535.1078365;2.27125204
Cluster_3292;;;;;535.2981166;8.017769351
Cluster_3293;;;;;536.2482072;9.97769737
Cluster_3294;;;;;536.2504532;16.09494974
Cluster_3295;;;;;536.3701105;21.20329726
Cluster_3296;;;;;537.1918068;4.032513366
Cluster_3297;;;;;537.1941264;6.700792157
Cluster_3298;;;;;537.1941543;7.439285664
Cluster_3299;;;;;538.1896699;0.758491053
Cluster_3300;;;;;538.1824455;11.49931737
Cluster_3301;;;;;538.2661864;11.58013925
Cluster_3302;;;;;538.2196512;14.37214988
Cluster_3303;;;;;538.2639982;10.03173006
Cluster_3304;;;;;538.3135328;15.26711186
Cluster_3305;;;;;539.0716537;11.15780581
Cluster_3306;;;;;539.1278436;5.548127132
Cluster_3307;;;;;539.2179582;9.393223181
Cluster_3308;;;;;540.1982959;13.51539966
Cluster_3309;;;;;540.2005053;12.6183676
Cluster_3310;;;;;540.1983274;11.29286616
Cluster_3311;;;;;540.1981282;11.39296
Cluster_3312;;;;;540.1983399;11.50839326
Cluster_3313;;;;;540.2715266;15.21375
Cluster_3314;;;;;540.2716169;15.32632757
Cluster_3315;;;;;540.2704056;15.49758822
Cluster_3316;;;;;540.2717386;15.61263075
Cluster_3317;;;;;540.3284321;15.95771667
Cluster_3318;;;;;540.2738352;16.95133333
Cluster_3319;;;;;540.2723292;16.7590542
Cluster_3320;;;;;540.3296603;16.48091787
Cluster_3321;;;;;540.2723292;16.7590542
Cluster_3322;;;;;540.3297859;16.15328511
Cluster_3323;;;;;540.3296096;16.29966705
Cluster_3324;;;;;542.1417544;11.25646062
Cluster_3325;;;;;542.2502422;14.45507026
Cluster_3326;;;;;542.250277;14.7546227
Cluster_3327;;;;;542.2523023;14.95328797
Cluster_3328;;;;;542.2524326;15.21375
Cluster_3329;;;;;542.2525033;15.23298287
Cluster_3330;;;;;542.2880185;15.88097468
Cluster_3331;;;;;542.2863624;16.02696149
Cluster_3332;;;;;542.2880111;16.20008914
Cluster_3333;;;;;542.2861205;16.6955
Cluster_3334;;;;;542.2863539;16.34617039
Cluster_3335;;;;;542.2878603;16.50399552
Cluster_3336;;;;;543.182407;6.231811943
Cluster_3337;;;;;543.1823542;6.370447501
Cluster_3338;;;;;543.1823428;7.048526938
Cluster_3339;;;;;543.1858425;9.258794662
Cluster_3340;;;;;544.0981159;12.44600012
Cluster_3341;;;;;544.0981159;12.44600012
Cluster_3342;;;;;544.1358657;12.66454375
Cluster_3343;;;;;544.2659089;14.59634021
Cluster_3344;;;;;544.2661207;15.36897213
Cluster_3345;;;;;544.2660711;15.59141934
Cluster_3346;;;;;544.2660546;16.54448064
Cluster_3347;;;;;544.3020881;16.93486207
Cluster_3348;;;;;544.3020881;16.93486207
Cluster_3349;;;;;544.3098024;17.15628311
Cluster_3350;;;;;544.3022557;17.27567147
Cluster_3351;;;;;544.3021796;17.51527608
Cluster_3352;;;;;545.0920766;10.35745562
Cluster_3353;;;;;545.0921306;9.387782863
Cluster_3354;;;;;545.0943735;11.8548308
Cluster_3355;;;;;545.0920766;10.35745562
Cluster_3356;;;;;545.1316052;10.62046844
Cluster_3357;;;;;545.1101222;7.189052277
Cluster_3358;;;;;545.0944227;11.03784726
Cluster_3359;;;;;545.1101222;7.189052277
Cluster_3360;;;;;545.2701542;15.09735215
Cluster_3361;;;;;546.2064067;13.89165781
Cluster_3362;;;;;546.2818224;16.20108471
Cluster_3363;;;;;546.2817864;16.47200448
Cluster_3364;;;;;546.2798821;16.71406815
Cluster_3365;;;;;546.2818776;17.40595236
Cluster_3366;;;;;546.2795483;17.68988694
Cluster_3367;;;;;546.2819634;17.449
Cluster_3368;;;;;546.2795483;17.68988694
Cluster_3369;;;;;546.3179234;17.95892903
Cluster_3370;;;;;546.3158362;18.13655482
Cluster_3371;;;;;546.3185061;18.45766667
Cluster_3372;;;;;546.3175859;18.59691677
Cluster_3373;;;;;546.318228;18.92764145
Cluster_3374;;;;;547.1044947;7.188856664
Cluster_3375;;;;;547.1395335;3.568166344
Cluster_3376;;;;;547.3575615;24.6352881
Cluster_3377;;;;;548.2979111;17.43050325
Cluster_3378;;;;;548.2976969;17.74320868
Cluster_3379;;;;;548.2957481;18.02259899
Cluster_3380;;;;;551.2339779;8.36647949
Cluster_3381;;;;;552.1480191;7.647778546
Cluster_3382;;;;;552.2063614;9.783396794
Cluster_3383;;;;;552.2796223;11.61022973
Cluster_3384;;;;;552.2422719;6.57500565
Cluster_3385;;;;;552.2704954;15.46284131
Cluster_3386;;;;;552.2704954;15.46284131
Cluster_3387;;;;;552.328493;15.89122617
Cluster_3388;;;;;552.328493;15.89122617
Cluster_3389;;;;;552.3295405;16.203422
Cluster_3390;;;;;553.0341048;19.11987994
Cluster_3391;;;;;553.1564969;7.353308592
Cluster_3392;;;;;553.2257092;2.656407259
Cluster_3393;;;;;553.2378183;9.124826213
Cluster_3394;;;;;553.3179913;24.52564823
Cluster_3395;;;;;554.2882756;15.70898333
Cluster_3396;;;;;554.2882756;15.71003367
Cluster_3397;;;;;554.2882829;15.97413521
Cluster_3398;;;;;554.3461305;16.82122345
Cluster_3399;;;;;554.3460086;16.99488448
Cluster_3400;;;;;554.346023;17.05862645
Cluster_3401;;;;;554.3461231;17.14337474
Cluster_3402;;;;;554.3823666;18.66998642
Cluster_3403;;;;;555.2215558;9.089350349
Cluster_3404;;;;;556.112104;10.05010104
Cluster_3405;;;;;556.1122279;10.30761802
Cluster_3406;;;;;556.1584452;11.32323455
Cluster_3407;;;;;556.1655952;0.726046952
Cluster_3408;;;;;556.2398887;8.987678927
Cluster_3409;;;;;556.3164642;16.84779071
Cluster_3410;;;;;556.3164642;16.84779071
Cluster_3411;;;;;557.2138015;6.527036062
Cluster_3412;;;;;557.2237785;8.219291796
Cluster_3413;;;;;558.2680381;11.55723527
Cluster_3414;;;;;559.1482405;12.37495757
Cluster_3415;;;;;560.2260837;8.224711249
Cluster_3416;;;;;560.2262466;10.38237074
Cluster_3417;;;;;560.2979595;16.70683333
Cluster_3418;;;;;560.2996127;14.25586702
Cluster_3419;;;;;560.2977718;16.9348112
Cluster_3420;;;;;560.2977851;17.0887718
Cluster_3421;;;;;560.2976504;17.39102705
Cluster_3422;;;;;560.2963081;17.723425
Cluster_3423;;;;;561.2217649;6.308539929
Cluster_3424;;;;;562.1695381;7.397215371
Cluster_3425;;;;;562.2418811;9.583162826
Cluster_3426;;;;;562.3142702;14.94847577
Cluster_3427;;;;;562.3144232;15.10066534
Cluster_3428;;;;;563.1704868;2.316219618
Cluster_3429;;;;;563.2702679;16.19842414
Cluster_3430;;;;;564.2338399;14.76062725
Cluster_3431;;;;;564.2398804;18.48448417
Cluster_3432;;;;;564.3301098;15.54935904
Cluster_3433;;;;;564.3302753;15.83456142
Cluster_3434;;;;;565.1222274;9.410226361
Cluster_3435;;;;;565.2498794;9.088502423
Cluster_3436;;;;;566.1222305;14.08256167
Cluster_3437;;;;;566.1222305;14.08256167
Cluster_3438;;;;;566.2198288;4.444899936
Cluster_3439;;;;;566.3460536;16.84673162
Cluster_3440;;;;;566.246137;8.282538986
Cluster_3441;;;;;566.2499729;14.33540856
Cluster_3442;;;;;566.2499731;14.40593569
Cluster_3443;;;;;566.2501776;14.52270189
Cluster_3444;;;;;566.2501188;14.73616591
Cluster_3445;;;;;566.2500826;14.9092615
Cluster_3446;;;;;566.2460296;7.553772205
Cluster_3447;;;;;566.2545069;18.44823019
Cluster_3448;;;;;566.2502452;15.53831865
Cluster_3449;;;;;566.2502452;15.53831865
Cluster_3450;;;;;566.2501007;15.70123333
Cluster_3451;;;;;566.3460899;16.53861656
Cluster_3452;;;;;567.0879474;20.16215783
Cluster_3453;;;;;567.0880044;20.38624444
Cluster_3454;;;;;567.1179443;12.25385767
Cluster_3455;;;;;567.1162848;10.85651152
Cluster_3456;;;;;568.112056;9.247982688
Cluster_3457;;;;;568.2315283;12.62014463
Cluster_3458;;;;;568.2315283;12.62014463
Cluster_3459;;;;;568.2661888;15.1789892
Cluster_3460;;;;;568.2661367;15.40381711
Cluster_3461;;;;;568.2661867;15.59965072
Cluster_3462;;;;;568.3617151;18.15904688
Cluster_3463;;;;;568.362085;18.54443677
Cluster_3464;;;;;568.3618522;17.84711799
Cluster_3465;;;;;570.1277574;11.57505944
Cluster_3466;;;;;570.127831;11.73588036
Cluster_3467;;;;;570.127831;11.73588036
Cluster_3468;;;;;570.1740311;12.90112535
Cluster_3469;;;;;570.2684366;12.51863099
Cluster_3470;;;;;570.1740311;12.90112535
Cluster_3471;;;;;570.2097626;8.224007344
Cluster_3472;;;;;570.2684366;12.51863099
Cluster_3473;;;;;570.2679901;11.44726883
Cluster_3474;;;;;570.2818586;15.8986653
Cluster_3475;;;;;570.2818762;16.11321865
Cluster_3476;;;;;570.2804442;16.34760383
Cluster_3477;;;;;570.2679901;11.44726883
Cluster_3478;;;;;570.3342958;17.8630086
Cluster_3479;;;;;572.0396933;2.798872226
Cluster_3480;;;;;572.2262366;9.968633333
Cluster_3481;;;;;572.2220648;14.7675052
Cluster_3482;;;;;572.2262285;9.977538655
Cluster_3483;;;;;572.2984641;14.26228621
Cluster_3484;;;;;572.2219831;14.71015
Cluster_3485;;;;;572.2837147;12.24610475
Cluster_3486;;;;;572.297763;16.66396462
Cluster_3487;;;;;572.2975781;16.9206502
Cluster_3488;;;;;572.2961533;17.22219342
Cluster_3489;;;;;572.2984641;14.26228621
Cluster_3490;;;;;574.2224129;9.977581146
Cluster_3491;;;;;574.238024;15.83340413
Cluster_3492;;;;;574.3142977;14.83915442
Cluster_3493;;;;;574.2382462;14.98865489
Cluster_3494;;;;;576.2205015;7.632627203
Cluster_3495;;;;;576.2022263;15.74508325
Cluster_3496;;;;;576.285916;14.98160596
Cluster_3497;;;;;576.2876019;15.07624978
Cluster_3498;;;;;576.2858595;14.73416448
Cluster_3499;;;;;576.285916;14.98160596
Cluster_3500;;;;;576.2876019;15.07624978
Cluster_3501;;;;;576.2938047;16.24542649
Cluster_3502;;;;;576.2925203;16.40142104
Cluster_3503;;;;;577.0305063;10.35555108
Cluster_3504;;;;;578.1539476;7.863940597
Cluster_3505;;;;;578.2183189;16.43754947
Cluster_3506;;;;;578.2180841;16.7431669
Cluster_3507;;;;;578.2196818;16.19833466
Cluster_3508;;;;;578.2180841;16.7431669
Cluster_3509;;;;;578.3097018;17.03363396
Cluster_3510;;;;;578.3097216;17.21316667
Cluster_3511;;;;;578.3015231;15.83069179
Cluster_3512;;;;;578.2196818;16.19833466
Cluster_3513;;;;;578.3096754;17.45636726
Cluster_3514;;;;;578.3095453;17.66224231
Cluster_3515;;;;;578.3097216;17.21869402
Cluster_3516;;;;;578.2820779;14.9828362
Cluster_3517;;;;;578.2820779;14.9828362
Cluster_3518;;;;;578.3016604;15.30048593
Cluster_3519;;;;;578.3016604;15.30048593
Cluster_3520;;;;;578.3017116;15.56648207
Cluster_3521;;;;;578.3015231;15.83069179
Cluster_3522;;;;;578.3097018;17.03363396
Cluster_3523;;;;;578.3097216;17.21869402
Cluster_3524;;;;;578.3096754;17.45716667
Cluster_3525;;;;;579.1379674;11.15648596
Cluster_3526;tyglu#8;C26H33N2O11P;[M-H]-;ms2 match;579.1740374;7.662858933
Cluster_3527;;;;;579.1758046;9.678399286
Cluster_3528;;;;;580.2396563;9.743848238
Cluster_3529;;;;;580.3617897;17.6965
Cluster_3530;;;;;580.3617073;17.86247501
Cluster_3531;;;;;580.3261199;17.05537019
Cluster_3532;;;;;580.3165183;16.45123333
Cluster_3533;;;;;580.2980614;15.56794158
Cluster_3534;;;;;580.3260364;17.39232445
Cluster_3535;;;;;580.3617174;17.54442905
Cluster_3536;;;;;580.3261199;17.05537019
Cluster_3537;;;;;581.0483072;19.98193354
Cluster_3538;;;;;581.0482584;20.02230154
Cluster_3539;;;;;581.0484569;20.34206974
Cluster_3540;;;;;581.0481532;20.40331004
Cluster_3541;;;;;581.0483334;20.69660367
Cluster_3542;;;;;581.0483218;20.76434062
Cluster_3543;;;;;581.1321862;12.51040159
Cluster_3544;;;;;581.1320668;12.60908414
Cluster_3545;;;;;581.1337322;13.79337737
Cluster_3546;;;;;581.1743149;8.520040906
Cluster_3547;tyglu#14;C26H35N2O11P;[M-H]-;ms2 match;581.1899941;7.913384822
Cluster_3548;;;;;581.2363668;18.0248306
Cluster_3549;;;;;581.3659573;17.94933333
Cluster_3550;;;;;582.1276767;10.56157963
Cluster_3551;;;;;582.1276719;10.78216782
Cluster_3552;;;;;582.1284117;12.00821925
Cluster_3553;;;;;582.254465;9.977882299
Cluster_3554;;;;;582.2563114;11.41894487
Cluster_3555;;;;;582.2678717;11.5731208
Cluster_3556;;;;;582.3763603;18.82502473
Cluster_3557;;;;;582.3776511;19.01361392
Cluster_3558;;;;;582.5098371;24.94939093
Cluster_3559;;;;;582.5077687;22.05324863
Cluster_3560;;;;;583.1116933;9.97875451
Cluster_3561;;;;;583.2402627;14.73561069
Cluster_3562;;;;;584.1898833;13.04462522
Cluster_3563;;;;;584.2836656;12.41594765
Cluster_3564;;;;;585.3039533;16.80869293
Cluster_3565;;;;;585.3037413;17.00248501
Cluster_3566;;;;;585.3036895;17.21164344
Cluster_3567;;;;;585.3264941;12.21891139
Cluster_3568;;;;;586.2837539;13.9304513
Cluster_3569;;;;;586.2778913;13.99838364
Cluster_3570;;;;;586.3140897;14.73148517
Cluster_3571;;;;;586.3140549;14.9752535
Cluster_3572;;;;;586.3158685;15.08840695
Cluster_3573;;;;;586.2984666;13.20456769
Cluster_3574;;;;;586.2995786;13.25320367
Cluster_3575;;;;;587.2002261;7.832201726
Cluster_3576;;;;;587.318521;10.01417648
Cluster_3577;;;;;588.1002894;1.196020775
Cluster_3578;;;;;588.1095335;5.957104125
Cluster_3579;;;;;588.1841024;8.724910119
Cluster_3580;;;;;588.2778749;8.394245034
Cluster_3581;;;;;588.1841783;8.711716667
Cluster_3582;;;;;588.2575904;10.616096
Cluster_3583;;;;;588.2778749;8.394245034
Cluster_3584;;;;;588.3304851;15.70123333
Cluster_3585;;;;;588.3300639;15.82857522
Cluster_3586;;;;;588.3299652;15.29555931
Cluster_3587;;;;;588.3316196;15.38586484
Cluster_3588;;;;;588.3300754;15.56733319
Cluster_3589;;;;;588.3300639;15.82857522
Cluster_3590;;;;;588.8995963;19.14900711
Cluster_3591;;;;;588.8980131;19.89539133
Cluster_3592;;;;;588.898076;20.14712893
Cluster_3593;;;;;588.8982159;20.55819439
Cluster_3594;;;;;588.8975308;21.46783333
Cluster_3595;;;;;588.8964366;23.50817958
Cluster_3596;;;;;588.8980204;23.67410287
Cluster_3597;;;;;588.8995498;23.94330742
Cluster_3598;;;;;588.8961114;24.13656195
Cluster_3599;;;;;588.9064503;24.27256348
Cluster_3600;;;;;588.8995757;24.52006972
Cluster_3601;;;;;588.8964518;24.997
Cluster_3602;;;;;589.9022429;23.10404043
Cluster_3603;;;;;590.1537391;7.132811381
Cluster_3604;;;;;590.3460299;16.16893028
Cluster_3605;;;;;590.3458889;16.43891067
Cluster_3606;;;;;592.2159227;8.989542238
Cluster_3607;;;;;592.2337821;17.72184443
Cluster_3608;;;;;592.2337821;17.72184443
Cluster_3609;;;;;592.3617933;17.34091705
Cluster_3610;;;;;592.361861;17.05226804
Cluster_3611;;;;;593.1535726;7.962243339
Cluster_3612;;;;;594.2122676;8.987791801
Cluster_3613;;;;;594.3420159;15.86867445
Cluster_3614;;;;;594.3035558;15.49274479
Cluster_3615;;;;;594.3035558;15.49274479
Cluster_3616;;;;;594.3418174;17.99018126
Cluster_3617;;;;;594.3401153;18.34088846
Cluster_3618;;;;;594.3763566;18.4813992
Cluster_3619;;;;;594.3418174;17.99018126
Cluster_3620;;;;;594.3763566;18.4813992
Cluster_3621;;;;;594.3903228;13.65480612
Cluster_3622;;;;;594.3943874;20.44275281
Cluster_3623;;;;;595.1376036;10.28090339
Cluster_3624;;;;;595.1716784;6.898409694
Cluster_3625;;;;;596.1435454;12.21547134
Cluster_3626;;;;;596.3921738;19.84811737
Cluster_3627;;;;;597.1264251;11.12480908
Cluster_3628;;;;;597.3038413;16.49309351
Cluster_3629;;;;;597.3039175;16.53711001
Cluster_3630;;;;;597.3037316;16.64932872
Cluster_3631;;;;;597.3039144;16.73764568
Cluster_3632;;;;;598.1864478;14.90889322
Cluster_3633;;;;;598.2779121;15.39196001
Cluster_3634;;;;;598.2984443;13.06607668
Cluster_3635;;;;;598.3002098;13.91164028
Cluster_3636;;;;;599.0558193;10.48146099
Cluster_3637;;;;;599.1943034;0.741603024
Cluster_3638;;;;;599.2099863;8.048497952
Cluster_3639;;;;;599.3183799;18.03259045
Cluster_3640;;;;;599.3196512;18.32168005
Cluster_3641;;;;;599.3197806;17.80709451
Cluster_3642;;;;;599.3195615;17.56245174
Cluster_3643;;;;;600.2020943;15.47061323
Cluster_3644;;;;;600.253871;15.62863126
Cluster_3645;;;;;600.253871;15.62863126
Cluster_3646;;;;;600.3141544;14.99290903
Cluster_3647;;;;;600.2782215;8.966163078
Cluster_3648;;;;;600.2783315;10.63210742
Cluster_3649;;;;;600.2782215;8.966163078
Cluster_3650;;;;;600.3159655;14.70718717
Cluster_3651;;;;;600.3142123;13.86214069
Cluster_3652;;;;;600.3135765;13.92512402
Cluster_3653;;;;;601.1581282;7.958703188
Cluster_3654;;;;;601.1598899;9.888524425
Cluster_3655;;;;;602.1175589;9.339720553
Cluster_3656;;;;;602.2441998;8.990044219
Cluster_3657;;;;;602.199851;9.123926116
Cluster_3658;;;;;602.2938495;9.383756865
Cluster_3659;;;;;602.2936904;9.437211851
Cluster_3660;;;;;602.1604162;6.499110938
Cluster_3661;;;;;602.1535975;6.546875409
Cluster_3662;;;;;602.1623021;8.795769812
Cluster_3663;;;;;602.1623021;8.795769812
Cluster_3664;;;;;602.2441998;8.990044219
Cluster_3665;;;;;602.199851;9.123926116
Cluster_3666;;;;;602.2180518;16.35105942
Cluster_3667;;;;;602.2696813;16.4429178
Cluster_3668;;;;;602.2695733;16.70683333
Cluster_3669;;;;;602.2696646;16.45123333
Cluster_3670;;;;;602.2696021;16.7305928
Cluster_3671;;;;;602.2677211;16.90783419
Cluster_3672;;;;;602.2956777;11.0197096
Cluster_3673;;;;;602.2944682;12.15262169
Cluster_3674;;;;;602.3096221;12.21716375
Cluster_3675;;;;;602.308452;12.39013861
Cluster_3676;;;;;602.2938495;9.383756865
Cluster_3677;;;;;602.2936904;9.437211851
Cluster_3678;;;;;602.3061433;18.42936251
Cluster_3679;;;;;602.3096731;13.30870631
Cluster_3680;;;;;602.3096972;12.88487162
Cluster_3681;;;;;603.4615517;15.96931231
Cluster_3682;;;;;603.4616518;16.11119575
Cluster_3683;;;;;604.2338292;17.23197792
Cluster_3684;;;;;606.0738181;0.791746006
Cluster_3685;;;;;606.0759862;0.978445234
Cluster_3686;;;;;607.1683575;7.302111519
Cluster_3687;;;;;607.2960739;8.898093844
Cluster_3688;;;;;608.2645086;19.63486353
Cluster_3689;;;;;608.283543;12.58286508
Cluster_3690;;;;;608.3001373;14.343439
Cluster_3691;;;;;608.5624375;21.20163715
Cluster_3692;;;;;609.0098476;5.955097005
Cluster_3693;;;;;610.0824095;1.216144592
Cluster_3694;;;;;610.1261431;6.529818436
Cluster_3695;;;;;610.3002354;12.9899254
Cluster_3696;;;;;610.3001668;13.8553805
Cluster_3697;;;;;611.3204917;17.65520695
Cluster_3698;;;;;611.3203708;17.9166404
Cluster_3699;;;;;612.2538321;15.36980051
Cluster_3700;;;;;612.2537781;15.59056333
Cluster_3701;;;;;612.3159611;14.60031284
Cluster_3702;;;;;612.3161676;14.03644276
Cluster_3703;;;;;612.3160793;14.09802
Cluster_3704;;;;;612.3159732;13.77142252
Cluster_3705;;;;;612.314138;13.86169561
Cluster_3706;;;;;612.3157303;13.92436098
Cluster_3707;;;;;613.4918198;15.97285775
Cluster_3708;;;;;614.2018411;9.364310928
Cluster_3709;;;;;614.2018411;9.364310928
Cluster_3710;;;;;614.2957934;9.523946092
Cluster_3711;;;;;614.2958244;9.64777996
