"","Row","m.z","RT","Annotation.ID","formula","adduct","evidence","MSI.Level","Comment","SIRIUS_molecularFormula","SIRIUS_adduct"
"1906","Cluster_3117",594.32881,3.764465044,"","","","",NA,"","C25H50N5O9P|C20H52N8O8PS|C20H50N7O11P|C23H50N9O5PS|C19H50N9O10P|C22H52N4O12P|C21H46N11O7P|C19H51N9O8P2|C21H53N6O9P2|C18H50N11O7PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1907","Cluster_3118",594.3476043,3.568039094,"","","","",NA,"","",""
"1908","Cluster_3121",594.5374557,0.63463627,"","","","",NA,"","",""
"1909","Cluster_3122",594.6039536,0.630341866,"","","","",NA,"","",""
"1910","Cluster_3124",595.1075275,1.154699309,"","","","",NA,"","C17H34N4O11P2S2|C14H30N8O12P2S|C18H34N2O14P2S|C15H26N12O8P2S|C18H30N8O7P2S2|C14H32N8O10P4|C16H30N4O16P2|C18H35N2O12P3S|C16H27N10O9P3|C13H36N4O14P4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1911","Cluster_3125",595.1373038,3.938958326,"","","","",NA,"","",""
"1912","Cluster_3126",595.1689625,2.920544981,"","","","",NA,"","",""
"1913","Cluster_3127",595.2282473,4.643948271,"","","","",NA,"","",""
"1914","Cluster_3128",595.2280128,4.784411952,"","","","",NA,"","C20H37N8O11P|C22H46O14P2|C24H41N2O13P|C18H42N6O12P2|C19H38N10O8P2|C23H42N4O10P2|C19H41N4O15P|C14H37N12O12P|C17H43N8O9P3|C21H33N12O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1915","Cluster_3129",595.2883454,5.577965951,"","","","",NA,"","C34H44O9|C29H44N2O11|C27H49O12P|C26H48N2O11S|C25H40N8O9|C24H44N4O13|C41H40O4|C22H44N8O9S|C28H45N4O8P|C23H45N6O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1916","Cluster_3133",596.271394,3.554722753,"","","","",NA,"","",""
"1917","Cluster_3135",597.1554896,4.127689881,"","","","",NA,"","",""
"1918","Cluster_3143",597.303785,5.866299873,"","","","",NA,"","C27H51O12P|C23H47N6O10P|C25H42N8O9|C19H42N12O10|C29H46N2O11|C25H49N3O11P|C24H46N4O13|C26H52N2O9P2|C28H47N4O8P|C19H43N12O8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1919","Cluster_3144",597.3039942,6.040902053,"","","","",NA,"","C27H51O12P|C24H46N4O13|C29H46N2O11|C25H42N8O9|C23H47N6O10P|C19H42N12O10|C22H48N8O7P2|C30H42N6O7|C28H47N4O8P|C26H52N2O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1920","Cluster_3145",597.3971498,3.604237005,"","","","",NA,"","C29H54N6O7|C25H50N12O5|C24H54N8O9|C27H52N9O6|C30H50N10O3|C31H56N3O8|C26H56N5O10|C28H58N2O11|C27H59N4O8P|C23H55N10O6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1921","Cluster_3146",597.4087685,3.04961869,"","","","",NA,"","",""
"1922","Cluster_3147",597.4336828,3.283786451,"","","","",NA,"","",""
"1923","Cluster_3148",598.3003066,4.734256221,"","","","",NA,"","C26H50NO12P|C27H46N5O8P|C25H51N3O9P2|C22H46N7O10P|C28H45N3O11|C30H47O12|C29H41N7O7|C21H47N9O7P2|C16H46N11O11P|C18H48N8O12P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1924","Cluster_3149",598.3180926,3.680411495,"","","","",NA,"","",""
"1925","Cluster_3151",598.3452714,4.734034169,"","","","",NA,"","",""
"1926","Cluster_3156",599.2903926,4.287372927,"","","","",NA,"","C33H44O10|C26H48O15|C23H40N10O9|C27H44N4O11|C22H44N6O13|C26H44N6O8S|C27H45N4O9P|C21H45N8O10P|C18H40N12O11|C23H48N6O8S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1927","Cluster_3158",599.3399855,2.971107342,"","","","",NA,"","C27H48N6O9|C26H49N8O6P|C23H44N12O7|C28H44N10O5|C32H48N4O7|C22H45N14O4P|C21H49N10O8P|C24H54N6O7P2|C25H46N9O8|C22H48N8O11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1928","Cluster_3159",599.3550292,3.667383629,"","","","",NA,"","",""
"1929","Cluster_3160",599.3761224,3.39793402,"","","","",NA,"","C28H52N6O8|C29H48N10O4|C24H48N12O6|C23H52N8O10|C33H52N4O6|C30H54N3O9|C26H50N9O7|C27H56N2O12|C31H50N7O5|C34H52N2O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1930","Cluster_3163",600.2205564,3.372703246,"","","","",NA,"","",""
"1931","Cluster_3164",600.220597,4.048307654,"","","","",NA,"","C21H41N5O11P2|C23H36N7O10P|C19H32N13O8P|C24H32N11O6P|C22H40N3O14P|C22H37N9O7P2|C27H40NO12P|C28H36N5O8P|C20H45NO15P2|C17H37N11O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1932","Cluster_3165",600.2930899,4.564459673,"","","","",NA,"","",""
"1933","Cluster_3168",600.2982932,2.59400703,"","","","",NA,"","C23H48N5O11P|C24H44N9O7P|C19H44N11O9P|C22H48N7O8PS|C18H44N13O6PS|C18H45N13O6P2|C24H52N5O6PS2|C23H44N11O4PS|C30H44N5O6P|C21H49N9O5P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1934","Cluster_3170",600.314953,5.022775293,"","","","",NA,"","C26H52NO12P|C28H47N3O11|C29H43N7O7|C24H43N9O9|C30H49O12|C27H48N5O8P|C23H44N11O6P|C22H48N7O10P|C25H53N3O9P2|C25H39N13O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1935","Cluster_3171",600.3250634,2.860206542,"","","","",NA,"","",""
"1936","Cluster_3172",600.3392012,4.049683645,"","","","",NA,"","",""
"1937","Cluster_3173",600.3711984,2.572686303,"","","","",NA,"","",""
"1938","Cluster_3174",600.378619,3.876094439,"","","","",NA,"","C25H56N5O9P|C27H60N3O7PS|C27H58N2O10P|C23H56N9O5PS|C20H52N13O6P|C24H57N7O6P2|C28H61NO8P2|C26H52N9O5P|C23H54N8O8P|C30H56N3O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1939","Cluster_3176",601.1217742,4.272095251,"","","","",NA,"","C16H28N8O13P2|C17H23N12O11P|C19H33N4O12P3|C21H28N6O11P2|C16H27N8O15P|C14H33N6O14P3|C18H23N10O12P|C27H27N2O12P|C23H23N8O10P|C17H24N12O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1940","Cluster_3177",601.1354895,3.219791049,"","","","",NA,"","",""
"1941","Cluster_3178",601.1372312,0.752392899,"","","","",NA,"","",""
"1942","Cluster_3179",601.15927,3.219186474,"","","","",NA,"","",""
"1943","Cluster_3180",601.1878064,4.051531809,"","","","",NA,"","",""
"1944","Cluster_3184",601.3043994,8.651697046,"","","","",NA,"","",""
"1945","Cluster_3185",601.3065024,3.905960799,"","","","",NA,"","",""
"1946","Cluster_3186",601.3368918,3.369235726,"","","","",NA,"","",""
"1947","Cluster_3188",601.3918579,2.802453559,"","","","",NA,"","C23H52N8O10|C28H52N6O8|C24H48N12O6|C24H56N8O5S2|C20H44N18O4|C26H50N9O7|C22H46N15O5|C27H56N2O12|C25H54N5O11|C21H50N11O9","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"1948","Cluster_3191",602.1542728,2.814620098,"","","","",NA,"","",""
"1949","Cluster_3193",602.1754895,2.815284084,"","","","",NA,"","",""
"1950","Cluster_3194",602.2354433,3.358562009,"","","","",NA,"","",""
"1951","Cluster_3196",602.3082464,4.483348403,"","","","",NA,"","C25H46N7O8P|C33H47O10|C26H45N5O11|C29H50NO10P|C31H45N3O9|C27H41N9O7|C32H41N7O5|C40H43O5|C30H46N5O6P|C23H51N5O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1952","Cluster_3198",602.3261111,2.790916964,"","","","",NA,"","",""
"1953","Cluster_3199",602.3219096,3.278467806,"","","","",NA,"","",""
"1954","Cluster_3200",602.391306,3.889804971,"","","","",NA,"","C29H57N5O6S|C26H54N9O5P|C25H58N5O9P|C25H53N11O4S|C25H60N6O6PS|C32H53N5O6|C23H58N9O5PS|C30H58N3O7P|C27H53N7O8|C28H56N6O6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1955","Cluster_3201",603.1010215,3.534332722,"","","","",NA,"","",""
"1956","Cluster_3204",603.1973426,0.65372893,"","","","",NA,"","",""
"1957","Cluster_3206",603.2061414,4.616800927,"","","","",NA,"","C24H37N4O12P|C20H33N10O10P|C22H42N2O13P2|C21H42N4O10P2S|C23H37N6O9PS|C25H33N8O8P|C23H38N6O9P2|C21H41N4O12PS|C23H41O16P|C29H37N2O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1958","Cluster_3208",603.2802145,2.896732503,"","","","",NA,"","",""
"1959","Cluster_3210",603.304464,5.335883421,"","","","",NA,"","C27H48N4O9S|C23H49N4O12P|C30H44N4O9|C29H48O13|C22H48N6O11S|C25H44N6O11|C35H44N2O7|C16H36N20O6|C15H40N16O10|C28H49N2O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1960","Cluster_3211",603.3044729,5.41981783,"","","","",NA,"","C29H48O13|C16H36N20O6|C30H44N4O9|C27H48N4O9S|C23H48N4O14|C31H40N8O5|C20H41N14O6P|C26H48N6O6S2|C25H44N6O11|C35H44N2O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1961","Cluster_3212",603.315743,3.1825195,"","","","",NA,"","C26H48N6O8S|C22H44N12O6S|C25H48N8O5S2|C21H48N8O10S|C24H46N9O7S|C27H44N10O4S|C29H44N6O8|C27H50N5O6S2|C32H48N2O7S|C27H49N4O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1962","Cluster_3213",603.3854894,3.120472612,"","","","",NA,"","",""
"1963","Cluster_3215",603.8093819,0.720738953,"","","","",NA,"","",""
"1964","Cluster_3216",603.8091791,0.726924405,"","","","",NA,"","",""
"1965","Cluster_3217",604.0685783,0.782541708,"","","","",NA,"","",""
"1966","Cluster_3218",604.131036,2.412260871,"","","","",NA,"","",""
"1967","Cluster_3219",604.2054894,0.654381951,"","","","",NA,"","",""
"1968","Cluster_3221",604.2837943,5.20636522,"","","","",NA,"","",""
"1969","Cluster_3223",604.3243315,4.744848027,"","","","",NA,"","",""
"1970","Cluster_3224",604.3348289,3.374139097,"","","","",NA,"","C28H52N3O9P|C24H48N9O7P|C19H48N11O9P|C25H47N7O10|C33H52NO7P|C20H44N15O5P|C26H43N11O6|C30H47N5O8|C26H50N6O8P|C21H50N8O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1971","Cluster_3225",604.3447966,2.835774712,"","","","",NA,"","",""
"1972","Cluster_3226",604.3708141,3.339146878,"","","","",NA,"","",""
"1973","Cluster_3227",604.3788589,3.805851032,"","","","",NA,"","",""
"1974","Cluster_3228",604.3788589,3.805851032,"","","","",NA,"","",""
"1975","Cluster_3229",604.6322255,0.653585263,"","","","",NA,"","",""
"1976","Cluster_3231",605.1856023,3.989644796,"","","","",NA,"","",""
"1977","Cluster_3237",605.2668108,2.901924022,"","","","",NA,"","",""
"1978","Cluster_3239",605.3201441,5.628296153,"","","","",NA,"","",""
"1979","Cluster_3240",605.3812249,3.818467113,"","","","",NA,"","",""
"1980","Cluster_3241",606.0504894,0.768796807,"","","","",NA,"","C13H28N3O18P3|C14H24N7O14P3|C16H19N9O13P2|C14H32N3O13P3S2|C12H29N5O15P4|C15H23N5O17P2|C16H29N5O10P4S|C18H24N7O9P3S|C14H27NO21P2|C15H28N7O9P3S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1981","Cluster_3242",606.0739825,0.770876333,"","","","",NA,"","",""
"1982","Cluster_3243",606.3849806,2.96678263,"","","","",NA,"","",""
"1983","Cluster_3244",607.1321138,2.641421625,"","","","",NA,"","",""
"1984","Cluster_3245",607.1323227,2.746987152,"","","","",NA,"","",""
"1985","Cluster_3246",607.1856551,4.633558083,"","","","",NA,"","C19H37N4O16P|C24H33N8O7PS|C25H34N6O8P2|C21H29N12O8P|C21H37N8O7PS2|C32H32O12|C27H29N8O7P|C18H38N6O13P2|C22H38N6O8P2S|C20H34N8O10P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1986","Cluster_3250",607.2899385,3.336808809,"","","","",NA,"","C23H51N4O8PS2|C25H46N6O7S2|C21H49N7O7PS2|C22H48N5O10S2|C26H42N10O3S2|C23H44N9O6S2|C17H42N12O10S|C20H46N8O9S2|C19H44N9O11S|C19H47N10O6PS2","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"1987","Cluster_3251",607.3101888,2.849719236,"","","","",NA,"","",""
"1988","Cluster_3252",607.3350374,3.691306077,"","","","",NA,"","",""
"1989","Cluster_3253",607.3461306,2.66390151,"","","","",NA,"","",""
"1990","Cluster_3255",608.1742465,3.17706178,"","","","",NA,"","C20H32N7O13P|C17H36N7O13PS|C19H36N3O17P|C19H41N5O9P2S2|C18H37N5O14P2|C22H37N5O9P2S|C22H36N5O11PS|C14H33N11O12P2|C17H38N7O11P3|C21H36N7O8PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1991","Cluster_2750",560.2747229,3.027940147,"GluGPNAE","","","",NA,"","",""
"1992","Cluster_3258",608.2841798,4.48482769,"","","","",NA,"","C24H40N11O6P|C22H45N9O7P2|C27H48NO12P|C23H44N7O10P|C26H49N3O9P2|C28H44N5O8P|C26H50N3O7P3|C21H49N5O11P2|C22H48N3O14P|C18H41N15O5P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1993","Cluster_3259",608.2840771,4.584256584,"","","","",NA,"","",""
"1994","Cluster_3260",608.3113237,3.48513143,"","","","",NA,"","C24H54N3O8PS2|C21H49N7O9S2|C22H45N11O5S2|C20H50N9O6PS2|C27H50N3O8PS|C23H50N3O13P|C24H46N7O9P|C24H45N7O9S|C22H50N5O10PS|C32H41N5O7","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"1995","Cluster_3261",608.3105699,3.545220304,"","","","",NA,"","C29H45N5O7S|C25H41N11O5S|C34H45N3O5S|C24H45N7O9S|C30H41N9O3S|C26H47N4O10S|C28H49NO11S|C19H41N15O6S|C26H49N5O7S2|C27H43N8O6S","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"1996","Cluster_3263",608.3197626,5.650190021,"","","","",NA,"","C28H52NO11P|C24H48N7O9P|C29H48N5O7P|C27H53N3O8P2|C23H49N9O6P2|C22H53N5O10P2|C35H48NO6P|C29H56NO6PS2|C25H54O14P|C25H44N11O5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1997","Cluster_3264",608.3197188,4.562063641,"","","","",NA,"","",""
"1998","Cluster_3266",608.3213879,3.873505844,"","","","",NA,"","C24H48N7O9P|C26H52N5O7PS|C29H48N5O7P|C24H50N8O6PS|C26H50N4O10P|C22H48N11O5PS|C23H49N9O6P2|C25H44N11O5P|C22H46N10O8P|C17H48N13O7PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1999","Cluster_3267",608.3444434,3.748848707,"","","","",NA,"","",""
"2000","Cluster_3268",608.3439356,3.875655394,"","","","",NA,"","",""
"2001","Cluster_3272",609.2208461,3.621411723,"","","","",NA,"","",""
"2002","Cluster_3276",609.5782224,0.631203376,"","","","",NA,"","",""
"2003","Cluster_3278",610.2445956,5.554252467,"","","","",NA,"","",""
"2004","Cluster_2859",570.2678761,4.241906321,"GluGPNAE","","","",NA,"","C24H46NO12P|C26H41N3O11|C31H41NO9|C21H38N11O6P|C25H42N5O8P|C20H42N7O10P|C17H44N6O13P|C27H37N7O7|C14H42N11O11P|C23H47N3O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2005","Cluster_3280",610.2629957,4.273087712,"","","","",NA,"","C26H46NO13P|C27H42N5O9P|C22H42N7O11P|C20H47N5O12P2|C25H47N3O10P2|C30H43O13|C28H41N3O12|C33H42NO8P|C21H43N9O8P2|C23H38N11O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2006","Cluster_3281",610.2878312,3.42602358,"","","","",NA,"","",""
"2007","Cluster_2990",582.2677539,4.238563533,"GluGPNAE(14:2)","C25H46NO12P","[M - H]-","",NA,"","C25H46NO12P|C27H41N3O11|C21H42N7O10P|C20H43N9O7P2|C19H47N5O11P2|C20H46N3O14P|C26H42N5O8P|C15H42N11O11P|C21H49N2O12P2|C24H47N3O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2008","Cluster_3283",610.3000707,4.824538541,"","","","",NA,"","",""
"2009","Cluster_3284",610.2995412,4.927928136,"","","","",NA,"","C27H50NO12P|C31H47O12|C29H45N3O11|C22H50N3O14P|C25H41N9O9|C34H45NO9|C24H52O15P|C30H49N3O6S2|C23H53N2O12P2|C21H51N5O11P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2010","Cluster_3286",610.3194709,3.372884622,"","","","",NA,"","",""
"2011","Cluster_3287",610.3224885,3.470729667,"","","","",NA,"","C23H50N9O6PS|C26H54N5O5PS2|C25H52N6O7PS|C25H50N5O10P|C21H48N12O5PS|C26H46N9O6P|C24H51N7O7P2|C29H49N5O7S|C19H46N15O4PS|C20H52N8O9PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2012","Cluster_3289",610.3359692,4.701598523,"","","","",NA,"","",""
"2013","Cluster_3290",610.3304893,4.826090177,"","","","",NA,"","",""
"2014","Cluster_3291",611.1441503,0.814397679,"","","","",NA,"","C20H32N6O12S2|C17H39N6O8P3S2|C18H37N4O13PS2|C19H33N8O9PS2|C13H34N12O8P2S2|C18H38N4O11P2S2|C14H33N10O11PS2|C20H34N6O10P2S|C18H39N4O11P3S|C17H38N6O10P2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2015","Cluster_3296",611.2704893,4.273220258,"","","","",NA,"","",""
"2016","Cluster_3297",611.3398012,2.859183247,"","","","",NA,"","C26H53N4O10P|C27H49N8O6P|C25H53N6O7PS|C23H45N14O4P|C26H54N4O8P2|C25H54N6O7P2|C28H48N6O9|C29H51N5O7P|C27H55N3O8PS|C24H44N12O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2017","Cluster_3299",611.4127596,3.615328481,"","","","",NA,"","C34H60O9|C25H56N8O9|C29H60N2O11|C30H56N6O7|C21H52N14O7|C34H61O7P|C33H60N2O6S|C27H58N5O10|C28H61N4O8P|C20H52N16O6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2018","Cluster_3300",611.4127075,3.721105962,"","","","",NA,"","",""
"2019","Cluster_3301",611.4243522,3.199641356,"","","","",NA,"","",""
"2020","Cluster_3302",611.5762427,0.63148128,"","","","",NA,"","",""
"2021","Cluster_3303",612.1339128,2.922856956,"","","","",NA,"","",""
"2022","Cluster_3304",612.2068196,3.351162195,"","","","",NA,"","C19H37N9O10P2|C18H38N11O7P3|C25H36N5O11P|C20H36N7O13P|C24H37N7O8P2|C20H35N7O15|C22H42N5O9P3|C18H41N5O14P2|C18H36N11O9PS|C20H33N13O6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2023","Cluster_3307",612.3144171,3.211667986,"","","","",NA,"","",""
"2024","Cluster_3003",583.2891497,4.515465037,"GluGPNAE","","","",NA,"","C33H42O9|C23H38N10O8|C25H46N2O11S|C21H46N2O16|C30H46O9S|C18H38N12O10|C31H40N3O8|C28H42N2O11|C25H48N2O9P2|C24H38N8O9","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"2025","Cluster_3019",584.2845983,4.487659685,"GluGPNAE(14:1)","C25H48NO12P","[M - H]-","MS2",2,"","C25H48NO12P|C21H44N7O10P|C26H44N5O8P|C20H45N9O7P2|C24H49N3O9P2|C23H46N4O11P|C17H47N8O10P2|C19H42N10O9P|C17H40N13O8P|C18H46N6O13P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2026","Cluster_3311",612.6002098,0.630028841,"","","","",NA,"","",""
"2027","Cluster_3312",612.7150961,0.686859494,"","","","",NA,"","",""
"2028","Cluster_3313",612.7950509,0.719510085,"","","","",NA,"","",""
"2029","Cluster_3314",613.1298093,2.36611358,"","","","",NA,"","",""
"2030","Cluster_3315",613.1548436,3.928093985,"","","","",NA,"","",""
"2031","Cluster_3316",613.1546698,4.280627539,"","","","",NA,"","C22H37N2O12P3|C17H36N4O16P2|C18H32N8O12P2|C24H31N4O13P|C16H37N6O13P3|C19H28N12O8P2|C17H33N10O9P3|C17H31N10O11PS|C23H32N6O10P2|C21H37N4O11P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2032","Cluster_3317",613.1794361,1.003365638,"","","","",NA,"","",""
"2033","Cluster_3318",613.1794871,2.473932904,"","","","",NA,"","C18H39N4O15PS|C21H35N4O15P|C22H39N4O10PS2|C17H38N6O14S2|C16H39N8O11PS2|C17H40N6O12P2S|C20H36N6O12P2|C19H35N8O11PS|C18H27N14O9P|C21H32N10O8P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2034","Cluster_3319",613.1891312,3.873532486,"","","","",NA,"","",""
"2035","Cluster_3321",613.3560438,3.016917918,"","","","",NA,"","",""
"2036","Cluster_3322",613.3695561,3.769247015,"","","","",NA,"","",""
"2037","Cluster_3323",613.3638357,4.977176338,"","","","",NA,"","",""
"2038","Cluster_3324",613.3919148,3.425913994,"","","","",NA,"","C23H55N10O7P|C24H54N8O10|C25H50N12O6|C28H58N2O12|C27H60N4O7P2|C26H56N5O11|C19H51N16O5P|C21H46N18O4|C20H50N14O8|C27H52N9O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2039","Cluster_3325",614.3300895,3.612796632,"","","","",NA,"","",""
"2040","Cluster_3326",614.3544396,4.176263781,"","","","",NA,"","C25H54N5O10P|C27H56N2O11P|C30H54N3O8P|C21H50N11O8P|C23H52N8O9P|C28H58NO9PS|C28H59NO9P2|C27H49N7O9|C20H51N13O5P2|C23H45N13O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2041","Cluster_3327",615.1742669,3.302762815,"","","","",NA,"","C22H33N8O9PS|C17H33N10O11PS|C24H33N4O13P|C19H30N12O8P2|C20H29N10O11P|C23H34N6O10P2|C18H33N8O14P|C20H38N6O10P2S|C19H37N8O9PS2|C25H29N8O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2042","Cluster_3328",615.1705588,4.222893642,"","","","",NA,"","C24H33N4O13P|C23H34N6O10P2|C22H38N2O14P2|C20H29N10O11P|C18H34N8O12P2|C21H39N4O11P3|C21H40N4O9P4|C19H33N6O15P|C21H35N3O16P|C24H30N10O6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2043","Cluster_3330",615.2205171,0.666091407,"","","","",NA,"","",""
"2044","Cluster_3333",615.3204892,2.776404613,"","","","",NA,"","C22H49N8O10P|C23H45N12O6P|C28H49N4O9P|C24H44N10O9|C21H50N10O7P2|C26H53N2O12P|C28H48N4O11|C26H49N8O5PS|C25H40N14O5|C20H47N11O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"2045","Cluster_3336",615.3515339,3.493773848,"","","","",NA,"","",""
