from	to	group_mass	formula_mass	mass_mass	HSIDs	mzincrement	RTincrement	gnps_cosine	gnps_mass	interaction
Cluster_7166	Cluster_1266	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7166	Cluster_1276	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7166	Cluster_1357	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7166	Cluster_1472	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7167	Cluster_0834	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7167	Cluster_0835	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7167	Cluster_0920	O2	O2	31.98982924						MassDifference
Cluster_7167	Cluster_0934	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7167	Cluster_0935	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7167	Cluster_0936	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7167	Cluster_0951	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7167	Cluster_0965	C2H2	C2H2	26.01565006						MassDifference
Cluster_7167	Cluster_1016	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7167	Cluster_1017	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7167	Cluster_1026	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_7167	Cluster_1035	CH4	CH4	16.03130013						MassDifference
Cluster_7167	Cluster_1036	CH4	CH4	16.03130013						MassDifference
Cluster_7167	Cluster_1038	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7167	Cluster_1039	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7167	Cluster_1041	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7167	Cluster_1042	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7167	Cluster_1057	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7167	Cluster_1058	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7167	Cluster_1071	C	C	12						MassDifference
Cluster_7167	Cluster_1165	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7167	Cluster_1166	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7167	Cluster_1167	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7167	Cluster_1229	C	C	12						MassDifference
Cluster_7167	Cluster_1230	C	C	12						MassDifference
Cluster_7167	Cluster_1264	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7167	Cluster_1265	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7167	Cluster_1266	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7167	Cluster_1267	CH4	CH4	16.03130013						MassDifference
Cluster_7167	Cluster_1268	CH4	CH4	16.03130013						MassDifference
Cluster_7167	Cluster_1269	CH4	CH4	16.03130013						MassDifference
Cluster_7167	Cluster_1277	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7167	Cluster_1332	C2H2	C2H2	26.01565006						MassDifference
Cluster_7167	Cluster_1333	C2H2	C2H2	26.01565006						MassDifference
Cluster_7167	Cluster_1334	C2H2	C2H2	26.01565006						MassDifference
Cluster_7167	Cluster_1349	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7167	Cluster_1473	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7167	Cluster_1474	C3H6	C3H6	42.04695019						MassDifference
Cluster_7167	Cluster_1488	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7167	Cluster_1490	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7167	Cluster_1615	C4H8	C4H8	56.06260026						MassDifference
Cluster_7167	Cluster_1617	C4H8	C4H8	56.06260026						MassDifference
Cluster_7167	Cluster_1674	C5H2	C5H2	62.01565006						MassDifference
Cluster_7167	Cluster_1723	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7168	Cluster_6038	C4H8	C4H8	56.06260026						MassDifference
Cluster_7169	Cluster_0837	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7169	Cluster_1044	CH4	CH4	16.03130013						MassDifference
Cluster_7169	Cluster_1045	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7169	Cluster_1055	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7169	Cluster_1249	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7169	Cluster_1250	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7169	Cluster_1271	CH4	CH4	16.03130013						MassDifference
Cluster_7169	Cluster_1351	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7169	Cluster_1475	C3H6	C3H6	42.04695019						MassDifference
Cluster_7169	Cluster_1624	C4H8	C4H8	56.06260026						MassDifference
Cluster_7169	Cluster_1728	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7169	Cluster_1729	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7169	Cluster_1730	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7169	Cluster_7139	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7172	Cluster_0757	C5H2	C5H2	62.01565006						MassDifference
Cluster_7172	Cluster_0963	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7172	Cluster_1068	CH4	CH4	16.03130013						MassDifference
Cluster_7172	Cluster_1070	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7172	Cluster_1078	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7172	Cluster_1164	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7172	Cluster_1262	C	C	12						MassDifference
Cluster_7172	Cluster_1276	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7172	Cluster_1357	C2H2	C2H2	26.01565006						MassDifference
Cluster_7172	Cluster_1381	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7172	Cluster_1382	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7172	Cluster_1398	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7172	Cluster_1505	C3H6	C3H6	42.04695019						MassDifference
Cluster_7172	Cluster_1526	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7172	Cluster_1654	C4H8	C4H8	56.06260026						MassDifference
Cluster_7172	Cluster_2749	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7175	Cluster_0879	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7175	Cluster_1385	C2H2	C2H2	26.01565006						MassDifference
Cluster_7176	Cluster_0771	C5H2	C5H2	62.01565006						MassDifference
Cluster_7176	Cluster_0773	C5H2	C5H2	62.01565006						MassDifference
Cluster_7176	Cluster_0884	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7176	Cluster_0885	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7176	Cluster_0886	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7176	Cluster_0900	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7176	Cluster_0999	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7176	Cluster_1008	C2H2	C2H2	26.01565006						MassDifference
Cluster_7176	Cluster_1098	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7176	Cluster_1298	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7176	Cluster_1299	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7176	Cluster_1304	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7176	Cluster_1305	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7176	Cluster_1312	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7176	Cluster_1313	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7176	Cluster_1391	C2H2	C2H2	26.01565006						MassDifference
Cluster_7176	Cluster_1412	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7176	Cluster_1413	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7176	Cluster_1414	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7176	Cluster_1427	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7176	Cluster_1428	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7176	Cluster_1429	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7176	Cluster_1432	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7176	Cluster_1533	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7176	Cluster_1534	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7176	Cluster_1535	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7176	Cluster_1536	C3H6	C3H6	42.04695019						MassDifference
Cluster_7176	Cluster_1537	C3H6	C3H6	42.04695019						MassDifference
Cluster_7176	Cluster_1551	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7176	Cluster_1552	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7176	Cluster_1553	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7176	Cluster_1685	C4H8	C4H8	56.06260026						MassDifference
Cluster_7176	Cluster_1734	C5H2	C5H2	62.01565006						MassDifference
Cluster_7176	Cluster_1735	C5H2	C5H2	62.01565006						MassDifference
Cluster_7176	Cluster_2785	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7176	Cluster_7140	C2	C2	24						MassDifference
Cluster_7176	Cluster_7150	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7178	Cluster_0077	CH4	CH4	16.03130013						MassDifference
Cluster_7179	Cluster_1318	CH4	CH4	16.03130013						MassDifference
Cluster_7179	Cluster_1548	C3H6	C3H6	42.04695019						MassDifference
Cluster_7182	Cluster_1560	C3H6	C3H6	42.04695019						MassDifference
Cluster_7182	Cluster_1561	C3H6	C3H6	42.04695019						MassDifference
Cluster_7182	Cluster_1832	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7182	Cluster_7096	C4H8	C4H8	56.06260026						MassDifference
Cluster_7182	Cluster_7133	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7183	Cluster_0077	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7183	Cluster_7178	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7188	Cluster_0386	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7188	Cluster_0387	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7188	Cluster_0811	C5H2	C5H2	62.01565006						MassDifference
Cluster_7188	Cluster_0839	C4H8	C4H8	56.06260026						MassDifference
Cluster_7188	Cluster_0942	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7188	Cluster_1008	O2	O2	31.98982924						MassDifference
Cluster_7188	Cluster_1026	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7188	Cluster_1049	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7188	Cluster_1113	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7188	Cluster_1114	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7188	Cluster_1123	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_7188	Cluster_1130	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7188	Cluster_1131	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7188	Cluster_1147	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7188	Cluster_1158	C	C	12						MassDifference
Cluster_7188	Cluster_1159	C	C	12						MassDifference
Cluster_7188	Cluster_1321	C	C	12						MassDifference
Cluster_7188	Cluster_1322	C	C	12						MassDifference
Cluster_7188	Cluster_1340	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7188	Cluster_1341	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7188	Cluster_1353	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7188	Cluster_1358	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_7188	Cluster_1462	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7188	Cluster_1463	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7188	Cluster_1464	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7188	Cluster_1477	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7188	Cluster_1478	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7188	Cluster_1604	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7188	Cluster_1606	C3H6	C3H6	42.04695019						MassDifference
Cluster_7188	Cluster_1607	C3H6	C3H6	42.04695019						MassDifference
Cluster_7188	Cluster_1627	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7188	Cluster_1628	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7188	Cluster_1629	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7188	Cluster_1738	C4H8	C4H8	56.06260026						MassDifference
Cluster_7188	Cluster_1739	C4H8	C4H8	56.06260026						MassDifference
Cluster_7188	Cluster_1861	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7188	Cluster_7119	C3H6	C3H6	42.04695019						MassDifference
Cluster_7189	Cluster_0023	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7189	Cluster_0783	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7189	Cluster_0784	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7189	Cluster_1364	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7189	Cluster_1367	CH4	CH4	16.03130013						MassDifference
Cluster_7189	Cluster_1509	O2	O2	31.98982924						MassDifference
Cluster_7189	Cluster_1626	C3H6	C3H6	42.04695019						MassDifference
Cluster_7189	Cluster_1762	C4H8	C4H8	56.06260026						MassDifference
Cluster_7189	Cluster_4490	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_7189	Cluster_7090	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7192	Cluster_0943	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7192	Cluster_0957	C3H6	C3H6	42.04695019						MassDifference
Cluster_7192	Cluster_1052	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7192	Cluster_1161	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7192	Cluster_1342	C	C	12						MassDifference
Cluster_7192	Cluster_1343	C	C	12						MassDifference
Cluster_7192	Cluster_1344	C	C	12						MassDifference
Cluster_7192	Cluster_1354	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7192	Cluster_1355	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7192	Cluster_1359	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7192	Cluster_1360	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7192	Cluster_1361	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7192	Cluster_1371	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7192	Cluster_1372	CH4	CH4	16.03130013						MassDifference
Cluster_7192	Cluster_1465	C2H2	C2H2	26.01565006						MassDifference
Cluster_7192	Cluster_1466	C2H2	C2H2	26.01565006						MassDifference
Cluster_7192	Cluster_1500	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7192	Cluster_1511	O2	O2	31.98982924						MassDifference
Cluster_7192	Cluster_1512	O2	O2	31.98982924						MassDifference
Cluster_7192	Cluster_1645	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7192	Cluster_1646	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7192	Cluster_1648	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7192	Cluster_1823	C5H2	C5H2	62.01565006						MassDifference
Cluster_7192	Cluster_1824	C5H2	C5H2	62.01565006						MassDifference
Cluster_7192	Cluster_1825	C5H2	C5H2	62.01565006						MassDifference
Cluster_7192	Cluster_4492	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_7192	Cluster_7091	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7193	Cluster_1162	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7193	Cluster_1350	C	C	12						MassDifference
Cluster_7193	Cluster_1372	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7193	Cluster_1401	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7193	Cluster_2884	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7193	Cluster_2885	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7193	Cluster_7152	C2	C2	24						MassDifference
Cluster_7196	Cluster_1364	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7202	Cluster_1191	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7202	Cluster_1192	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7202	Cluster_1198	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7202	Cluster_1404	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7202	Cluster_1405	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7202	Cluster_1424	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7202	Cluster_1441	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7202	Cluster_1442	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7202	Cluster_1529	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7202	Cluster_1547	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7202	Cluster_1676	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7202	Cluster_1678	C3H6	C3H6	42.04695019						MassDifference
Cluster_7202	Cluster_1691	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7202	Cluster_1692	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7202	Cluster_1817	C4H8	C4H8	56.06260026						MassDifference
Cluster_7202	Cluster_1872	C5H2	C5H2	62.01565006						MassDifference
Cluster_7202	Cluster_1873	C5H2	C5H2	62.01565006						MassDifference
Cluster_7202	Cluster_1874	C5H2	C5H2	62.01565006						MassDifference
Cluster_7203	Cluster_1443	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7203	Cluster_1875	C5H2	C5H2	62.01565006						MassDifference
Cluster_7209	Cluster_0872	C5H2	C5H2	62.01565006						MassDifference
Cluster_7209	Cluster_1001	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7209	Cluster_1016	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7209	Cluster_1017	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7209	Cluster_1123	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7209	Cluster_1125	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7209	Cluster_1155	C2	C2	24						MassDifference
Cluster_7209	Cluster_1156	C2	C2	24						MassDifference
Cluster_7209	Cluster_1209	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7209	Cluster_1210	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7209	Cluster_1218	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7209	Cluster_1229	C	C	12						MassDifference
Cluster_7209	Cluster_1230	C	C	12						MassDifference
Cluster_7209	Cluster_1332	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7209	Cluster_1333	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7209	Cluster_1334	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7209	Cluster_1463	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_7209	Cluster_1464	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_7209	Cluster_1473	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7209	Cluster_1526	C2	C2	24						MassDifference
Cluster_7209	Cluster_1543	C2H2	C2H2	26.01565006						MassDifference
Cluster_7209	Cluster_1562	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7209	Cluster_1563	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7209	Cluster_1564	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7209	Cluster_1565	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7209	Cluster_1706	C3H6	C3H6	42.04695019						MassDifference
Cluster_7209	Cluster_1707	C3H6	C3H6	42.04695019						MassDifference
Cluster_7209	Cluster_1722	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7209	Cluster_1854	C4H8	C4H8	56.06260026						MassDifference
Cluster_7209	Cluster_1855	C4H8	C4H8	56.06260026						MassDifference
Cluster_7209	Cluster_1856	C4H8	C4H8	56.06260026						MassDifference
Cluster_7209	Cluster_1857	C4H8	C4H8	56.06260026						MassDifference
