Row,m/z,RT,Annotation/ID,formula,adduct,evidence,MSI Level,Comment
Cluster_6329,901.1892202,0.59021634,,,,,,
Cluster_6331,905.094406,0.621663714,,,,,,
Cluster_6333,909.0735679,0.626166836,,,,,,
Cluster_6336,911.1254826,0.606231622,,,,,,
Cluster_6337,915.2049684,0.589091523,,,,,,
Cluster_6340,924.3404823,0.631271074,,,,,,
Cluster_6345,932.9800745,0.65800589,,,,,,
Cluster_6346,934.2805038,0.716353732,,,,,,
Cluster_6348,939.0584107,0.629870212,,,,,,
Cluster_6349,941.0545489,0.631541068,,,,,,
Cluster_6353,947.0512762,0.631972027,,,,,,
Cluster_6354,948.7344404,0.734111529,,,,,,
Cluster_6355,949.1654817,0.677198371,,,,,,
Cluster_6363,981.0304123,0.629526823,,,,,,
Cluster_6464,295.0915405,4.747759964,,,,,,
Cluster_6467,304.7434843,0.630233777,,,,,,
Cluster_6470,328.804647,0.666845009,,,,,,
Cluster_6474,386.0802907,2.780267427,,,,,,
Cluster_6485,436.5569079,3.186699924,,,,,,
Cluster_6492,476.7348694,0.665464978,,,,,,
Cluster_6502,535.084098,1.558075744,,,,,,
Cluster_6503,535.5848343,0.983285154,,,,,,
Cluster_6507,546.0735564,1.562243247,,,,,,
Cluster_6510,547.0621825,2.272598691,,,,,,
Cluster_6519,561.5390676,1.56498657,,,,,,
Cluster_6524,580.7718781,0.697314416,,,,,,
Cluster_6526,587.1901156,5.331081615,,,,,,
Cluster_6528,595.6622148,0.914345487,,,,,,
Cluster_6531,609.7280039,0.681575931,,,,,,
Cluster_6535,615.3134712,3.336226912,,,,,,
Cluster_6539,619.8713435,0.710699339,,,,,,
Cluster_6541,627.9028415,0.726924405,,,,,,
Cluster_6546,639.7792761,0.677439638,,,,,,
Cluster_6562,681.7355405,0.698737037,,,,,,
Cluster_6564,684.8297116,0.742144826,,,,,,
Cluster_6565,688.7433341,0.695565166,,,,,,
Cluster_6566,688.8304134,0.735806667,,,,,,
Cluster_6567,695.7048988,0.686897244,,,,,,
Cluster_6568,695.8388712,0.713084899,,,,,,
Cluster_6570,697.3321221,0.705022942,,,,,,
Cluster_6571,700.7114427,0.692714461,,,,,,
Cluster_6572,711.8125956,0.704531624,,,,,,
Cluster_6573,713.2612926,0.680295428,,,,,,
Cluster_6574,713.3401827,0.702559874,,,,,,
Cluster_6575,715.2554869,0.677531272,,,,,,
Cluster_6576,717.7183098,0.692158256,,,,,,
Cluster_6577,717.9368818,0.769568832,,,,,,
Cluster_6578,720.8257181,0.734962271,,,,,,
Cluster_6580,723.856357,0.709870596,,,,,,
Cluster_6583,729.2859025,0.700279266,,,,,,
Cluster_6585,730.8574264,0.729901176,,,,,,
Cluster_6586,733.7954865,0.703158809,,,,,,
Cluster_6587,739.82958,0.706992124,,,,,,
Cluster_6588,740.3484539,0.719534615,,,,,,
Cluster_6589,744.673356,0.580257117,,,,,,
Cluster_6590,746.6947962,0.691476956,,,,,,
Cluster_6591,747.2754862,0.586056045,,,,,,
Cluster_6592,749.702765,0.683112881,,,,,,
Cluster_6593,755.2755466,0.590020675,,,,,,
Cluster_6594,755.756088,0.739712919,,,,,,
Cluster_6595,759.7990963,0.715596623,,,,,,
Cluster_6596,763.1950708,0.615546954,,,,,,
Cluster_6597,763.7775043,0.692294211,,,,,,
Cluster_6601,766.6629034,0.581676525,,,,,,
Cluster_6602,766.7004858,0.577371364,,,,,,
Cluster_6603,767.8304858,0.703237202,,,,,,
Cluster_6604,768.8327384,0.709522924,,,,,,
Cluster_6605,769.1899769,0.618758546,,,,,,
Cluster_6606,771.1554476,0.626740722,,,,,,
Cluster_6607,771.2714784,0.584694581,,,,,,
Cluster_6608,771.8326752,0.729713782,,,,,,
Cluster_6610,773.2504856,0.591914593,,,,,,
Cluster_6611,775.1769403,0.621685665,,,,,,
Cluster_6612,775.8207148,0.713242248,,,,,,
Cluster_6615,777.8677401,0.774323762,,,,,,
Cluster_6616,779.8938217,0.745374471,,,,,,
Cluster_6617,783.7065843,0.701027715,,,,,,
Cluster_6618,785.8504854,0.703237202,,,,,,
Cluster_6620,787.1777886,0.617123383,,,,,,
Cluster_6621,789.2649178,0.697860709,,,,,,
Cluster_6623,791.8597051,0.703237202,,,,,,
Cluster_6625,793.7529672,0.73830494,,,,,,
Cluster_6627,795.2358443,0.679242513,,,,,,
Cluster_6628,798.8224062,0.715350526,,,,,,
Cluster_6629,799.2167768,0.597268839,,,,,,
Cluster_6631,801.8276743,0.725712725,,,,,,
Cluster_6632,807.1590196,0.620974511,,,,,,
Cluster_6634,809.8576496,0.736131022,,,,,,
Cluster_6635,809.9057321,0.695795962,,,,,,
Cluster_6636,811.2544269,0.58553739,,,,,,
Cluster_6637,813.2254847,0.594124474,,,,,,
Cluster_6638,815.9297351,0.745156215,,,,,,
Cluster_6639,816.2733674,0.702731172,,,,,,
Cluster_6640,817.2254847,0.592282896,,,,,,
Cluster_6641,818.3342115,0.696466968,,,,,,
Cluster_6643,820.58733,0.676599141,,,,,,
Cluster_6644,823.1700181,0.609240495,,,,,,
Cluster_6645,828.9154844,0.718136085,,,,,,
Cluster_6646,829.1190477,0.628750855,,,,,,
Cluster_6647,831.8410783,0.725425822,,,,,,
Cluster_6648,834.662014,0.579499968,,,,,,
Cluster_6650,836.3131716,0.727050416,,,,,,
Cluster_6651,837.2254842,0.591961954,,,,,,
Cluster_6652,837.8916919,0.764852938,,,,,,
Cluster_6653,838.6154842,0.5823108,,,,,,
Cluster_6656,841.1154841,0.625691735,,,,,,
Cluster_6657,842.6118921,0.584449103,,,,,,
Cluster_6659,845.794108,0.62621378,,,,,,
Cluster_6660,846.2387147,0.695437468,,,,,,
Cluster_6662,847.7712818,0.63469479,,,,,,
Cluster_6663,849.2441252,0.696784738,,,,,,
Cluster_6665,856.8270374,0.710112683,,,,,,
Cluster_6666,857.1843114,0.5986443,,,,,,
Cluster_6667,857.8414769,0.602879053,,,,,,
Cluster_6668,858.8489919,0.739739732,,,,,,
Cluster_6669,859.8888557,2.935741978,,,,,,
Cluster_6672,860.8853468,0.725064458,,,,,,
Cluster_6673,861.2054837,0.592851878,,,,,,
Cluster_6674,864.283169,0.694652476,,,,,,
Cluster_6675,866.2707305,0.70690284,,,,,,
Cluster_6677,869.7710565,0.630185105,,,,,,
Cluster_6678,870.2814959,0.707509611,,,,,,
Cluster_6679,872.8949646,0.709818221,,,,,,
Cluster_6681,875.7892253,0.631452976,,,,,,
Cluster_6682,878.3153074,0.722885272,,,,,,
Cluster_6683,880.0355128,0.725218683,,,,,,
Cluster_6684,882.289462,0.707201227,,,,,,
Cluster_6686,884.8930279,0.734118728,,,,,,
Cluster_6687,885.7763431,0.623991182,,,,,,
Cluster_6688,886.2657616,0.691482573,,,,,,
Cluster_6689,886.6154233,0.580348658,,,,,,
Cluster_6693,891.2491526,0.580964805,,,,,,
Cluster_6694,893.1957594,0.591029025,,,,,,
Cluster_6695,893.8580694,2.259435965,,,,,,
Cluster_6697,894.8248669,0.717172663,,,,,,
Cluster_6701,905.4128562,0.669394792,,,,,,
Cluster_6702,906.6252468,0.575256073,,,,,,
Cluster_6703,907.1804826,0.592061286,,,,,,
Cluster_6704,910.8386492,0.730318123,,,,,,
Cluster_6711,921.8454823,0.733561809,,,,,,
Cluster_6714,927.1739101,0.591229173,,,,,,
Cluster_6716,927.8345854,0.590449153,,,,,,
Cluster_6717,928.5315155,0.676121483,,,,,,
Cluster_6718,929.3760483,2.272318973,,,,,,
Cluster_6719,930.5954821,0.583183391,,,,,,
Cluster_6720,935.7295767,0.63135501,,,,,,
Cluster_6724,940.8073174,0.724309466,,,,,,
Cluster_6730,960.5508142,0.585549956,,,,,,
Cluster_6748,1001.640589,0.705728596,,,,,,
Cluster_6903,61.98566618,7.61926469,,,,,,
Cluster_6905,85.06562611,3.008726566,,,,,,
Cluster_6907,89.02548738,7.064650113,,,,,,
Cluster_6909,97.0655852,6.969011569,,,,,,
Cluster_6911,99.9255131,7.305916544,,,,,,
Cluster_6912,99.92551094,7.743004757,,,,,,
Cluster_6914,100.0053187,7.455339147,,,,,,
Cluster_6917,103.0405449,3.788995335,,,,,,
Cluster_6918,104.9553668,0.582641439,,,,,,
Cluster_6919,110.071128,0.679130257,,,,,,
Cluster_6920,112.9855058,0.562864094,,,,,,
Cluster_6921,113.9256743,7.304090502,,,,,,
Cluster_6923,115.0406358,2.631458437,,,,,,
Cluster_6924,115.9205148,7.305353443,,,,,,
Cluster_6927,116.9298457,7.200811714,,,,,,
Cluster_6930,116.9298859,4.990606486,,,,,,
Cluster_6934,117.0204933,7.065997725,,,,,,
Cluster_6935,117.9289465,7.304114566,,,,,,
Cluster_6937,121.0305605,3.52219334,,,,,,
Cluster_6938,122.0255679,1.126689573,,,,,,
Cluster_6940,133.0506281,0.703962043,,,,,,
Cluster_6941,134.8956376,0.715854667,,,,,,
Cluster_6943,134.8955809,4.969484891,,,,,,
Cluster_6947,137.0255431,2.5664748,,,,,,
Cluster_3282,610.3000809,4.707672714,,C27H50NO12P,[M - H]-,MS2,2,
Cluster_6949,138.915659,0.691600302,,,,,,
Cluster_6951,142.9999841,0.695509712,,,,,,
Cluster_6953,149.0455465,0.694941517,,,,,,
Cluster_6955,159.1023118,7.060459797,,,,,,
Cluster_6959,162.9124721,0.63293807,,,,,,
Cluster_6961,164.9563969,0.573664268,,,,,,
Cluster_6963,171.1022013,3.723483796,,,,,,
Cluster_6964,173.0456986,7.872066651,,,,,,
Cluster_6965,173.1194308,4.457812644,,,,,,
Cluster_6967,176.9357225,0.731747077,,,,,,
Cluster_6968,185.9950439,0.670365858,,,,,,
Cluster_6969,187.1099536,1.314060926,,,,,,
Cluster_6970,187.1098901,2.216099211,,,,,,
Cluster_6971,187.1350125,3.832746765,,,,,,
Cluster_6972,193.0507415,3.700157579,,,,,,
Cluster_6973,194.0816769,5.187627687,,,,,,
Cluster_6974,194.9457841,0.736897298,,,,,,
Cluster_6975,195.102358,6.636967026,,,,,,
Cluster_6976,199.0443122,3.309910351,,,,,,
Cluster_6978,204.0053111,0.680496456,,,,,,
Cluster_6979,208.9839095,0.836238626,,,,,,
Cluster_6980,215.0330349,0.687261453,,,,,,
Cluster_6982,219.0803996,0.957052245,,,,,,
Cluster_6983,221.0606316,0.579262659,,,,,,
Cluster_6984,221.1553317,4.885061152,,,,,,
Cluster_6986,225.18589,6.427640996,,,,,,
Cluster_6988,228.160686,3.85564134,,,,,,
Cluster_3309,612.3156389,5.072282189,,,,,,
Cluster_6991,231.135488,2.213203779,,,,,,
Cluster_6992,231.1354774,0.914777831,,,,,,
Cluster_6993,231.1605596,4.846826123,,,,,,
Cluster_6999,236.0924905,2.621894061,,,,,,
Cluster_7000,236.0925978,2.729709372,,,,,,
Cluster_7002,237.0887019,0.965531314,,,,,,
Cluster_7003,239.1297681,5.089409013,,,,,,
Cluster_3308,612.3158867,4.977788108,,C27H52NO12P,[M - H]-,MS2,2,
Cluster_3449,626.2576021,4.2736337,,,,,,
Cluster_7009,244.1306178,1.165550266,,,,,,
Cluster_7011,247.9947495,0.837316165,,,,,,
Cluster_7012,253.1451815,4.685293409,,,,,,
Cluster_7013,254.8355551,0.624709858,,,,,,
Cluster_7014,256.0767673,1.00279844,,,,,,
Cluster_7015,257.0278852,0.907588256,,,,,,
Cluster_7016,259.1193317,6.965516483,,,,,,
Cluster_7017,259.1194388,7.056040545,,,,,,
Cluster_7020,265.904967,4.021918735,,,,,,
Cluster_7021,266.0900775,0.895392332,,,,,,
Cluster_7022,268.0763783,0.882411265,,,,,,
Cluster_7026,270.8457291,0.666341028,,,,,,
Cluster_7027,271.0704418,1.572800759,,,,,,
Cluster_7028,271.0702872,2.415963054,,,,,,
Cluster_7030,277.1808547,5.05686517,,,,,,
Cluster_7031,279.0397202,0.68920365,,,,,,
Cluster_7038,289.129833,2.356973076,,,,,,
Cluster_7040,291.2001998,7.745362057,,,,,,
Cluster_7043,298.8660638,0.68437164,,,,,,
Cluster_7047,301.311737,6.633433388,,,,,,
Cluster_7885,632.2838351,4.532479311,,C29H48NO12P,[M - H]-,MS2,2,
Cluster_7051,309.1743168,7.879164791,,,,,,
Cluster_7052,309.2065735,5.053867025,,,,,,
Cluster_7054,313.176529,4.139992751,,,,,,
Cluster_7058,315.1671342,0.979215055,,,,,,
Cluster_7059,315.166993,2.351789826,,,,,,
Cluster_7061,316.0803522,0.806741521,,,,,,
Cluster_7062,316.8323175,0.6875221,,,,,,
Cluster_7064,318.149788,1.882785154,,,,,,
Cluster_7065,319.0369629,0.723509459,,,,,,
Cluster_7066,320.1610928,2.464380893,,,,,,
Cluster_7068,321.2097386,5.68873738,,,,,,
Cluster_7069,321.2438468,5.907320696,,,,,,
Cluster_7070,322.1406447,2.550652837,,,,,,
Cluster_7075,326.9508104,0.814987994,,,,,,
Cluster_7078,329.2699856,6.817683655,,,,,,
Cluster_7079,332.9605576,0.701330738,,,,,,
Cluster_7080,332.9602672,0.820156982,,,,,,
Cluster_7081,333.1352925,5.497252851,,,,,,
Cluster_7083,334.1231861,3.000262617,,,,,,
Cluster_7085,336.8406481,0.690293658,,,,,,
Cluster_7088,338.989197,0.77434836,,,,,,
Cluster_7090,341.0848613,1.603619899,,,,,,
Cluster_7091,341.1793619,4.560346551,,,,,,
Cluster_7092,342.2655694,6.52362153,,,,,,
Cluster_7093,345.2047668,6.747278206,,,,,,
Cluster_7096,347.9423864,0.682064047,,,,,,
Cluster_7099,349.2017492,4.286349654,,,,,,
Cluster_7100,349.2148073,5.585004541,,,,,,
Cluster_7103,355.116088,2.669692969,,,,,,
Cluster_7104,355.1313078,4.027609853,,,,,,
Cluster_7106,355.2241512,5.004131356,,,,,,
Cluster_7107,356.2807333,5.671291785,,,,,,
Cluster_7108,356.7771964,0.649793278,,,,,,
Cluster_7109,356.936056,0.859932478,,,,,,
Cluster_7111,358.8667796,0.699346216,,,,,,
Cluster_7112,359.1472923,5.980088737,,,,,,
Cluster_7114,361.1862258,4.402164512,,,,,,
Cluster_7115,362.9748472,0.753805761,,,,,,
Cluster_7117,363.2540656,6.883933714,,,,,,
Cluster_7119,365.1403468,5.496434196,,,,,,
Cluster_7120,365.2310917,6.423902255,,,,,,
Cluster_7121,365.2365541,7.002514569,,,,,,
Cluster_7123,367.2491535,4.833166119,,,,,,
Cluster_7125,368.1475949,5.258371941,,,,,,
Cluster_7127,371.2407241,0.988728795,,,,,,
Cluster_7129,371.9475287,0.699762543,,,,,,
Cluster_7132,373.2957813,5.848503814,,,,,,
Cluster_7133,373.9903365,0.687903304,,,,,,
Cluster_7135,374.8392347,0.69369783,,,,,,
Cluster_7136,375.1706094,1.921883188,,,,,,
Cluster_7137,375.2152115,3.065956306,,,,,,
Cluster_7138,377.0385413,3.153160387,,,,,,
Cluster_7139,377.0643482,2.849106435,,,,,,
Cluster_7140,377.21025,4.499244707,,,,,,
Cluster_7146,383.1473778,3.13792856,,,,,,
Cluster_7149,385.256608,1.140158812,,,,,,
Cluster_7150,386.2045163,0.983989975,,,,,,
Cluster_7152,386.2548669,5.811934319,,,,,,
Cluster_7153,387.2039124,3.327313389,,,,,,
Cluster_7158,390.9134981,0.817018601,,,,,,
Cluster_7159,391.0398619,0.703581539,,,,,,
Cluster_7161,391.2517304,7.523490104,,,,,,
Cluster_7166,394.1804251,3.087999955,,,,,,
Cluster_3535,634.2998205,4.707754923,,C29H50NO12P,[M - H]-,MS2,2,GluGPNAE(18:4)
Cluster_7168,394.7989516,0.685042883,,,,,,
Cluster_7169,395.0748744,2.706998272,,,,,,
Cluster_7172,398.1713068,2.829579624,,,,,,
Cluster_7175,401.0153575,0.802007202,,,,,,
Cluster_7176,401.2097999,4.520182496,,,,,,
Cluster_7177,401.9371924,0.703875756,,,,,,
Cluster_7178,402.0421821,0.865880065,,,,,,
Cluster_7179,402.7364957,0.636300391,,,,,,
Cluster_7182,404.0004939,0.739739732,,,,,,
Cluster_7183,404.0521238,0.775858488,,,,,,
Cluster_7186,405.9008801,0.676906362,,,,,,
Cluster_7188,407.191609,4.404499553,,,,,,
Cluster_7189,409.1545385,2.883520511,,,,,,
Cluster_7192,409.2355441,6.21774645,,,,,,
Cluster_7193,410.2554937,4.691730882,,,,,,
Cluster_7194,410.7414865,0.655775607,,,,,,
Cluster_7195,410.772266,0.677357429,,,,,,
Cluster_7196,411.127023,0.995530741,,,,,,
Cluster_7202,414.2714159,2.55733098,,,,,,
Cluster_7203,414.7835551,0.675244076,,,,,,
Cluster_7204,414.8054936,0.681778324,,,,,,
Cluster_7209,418.1996863,4.279796349,,,,,,
Cluster_7210,418.7106532,0.629381311,,,,,,
Cluster_7211,418.8249608,0.690880283,,,,,,
Cluster_7212,419.2104935,3.844109963,,,,,,
Cluster_7213,420.2805822,4.994079992,,,,,,
Cluster_7216,422.1932154,2.639856475,,,,,,
Cluster_7218,423.9192526,0.69101071,,,,,,
Cluster_7219,424.7955505,0.701357656,,,,,,
Cluster_7220,424.9286163,0.783382048,,,,,,
Cluster_7222,426.7156362,0.637600751,,,,,,
Cluster_7223,426.7454075,0.621636425,,,,,,
Cluster_7226,428.7128087,0.638069829,,,,,,
Cluster_7230,434.0853971,3.338462446,,,,,,
Cluster_7232,434.7664567,0.606505314,,,,,,
Cluster_7233,434.8643666,0.724111257,,,,,,
Cluster_7234,434.8804932,0.721313328,,,,,,
Cluster_7240,436.6815004,0.628065634,,,,,,
Cluster_7241,437.1821476,3.28289739,,,,,,
Cluster_7243,438.2256184,4.72222429,,,,,,
Cluster_7249,440.6917507,0.631257418,,,,,,
Cluster_7250,441.7790876,0.683200543,,,,,,
Cluster_7252,442.2663247,2.884790159,,,,,,
Cluster_7253,442.7786528,0.67860678,,,,,,
Cluster_7254,443.2251834,0.982783628,,,,,,
Cluster_7255,443.2863698,2.873943403,,,,,,
Cluster_7256,444.2112613,3.241718061,,,,,,
Cluster_7259,445.1954882,0.986196269,,,,,,
Cluster_7260,445.2357737,4.28383278,,,,,,
Cluster_7261,446.2339209,2.543816568,,,,,,
Cluster_7262,446.6835084,0.631361578,,,,,,
Cluster_7263,446.730808,0.620410093,,,,,,
Cluster_7264,446.7798286,0.688599287,,,,,,
Cluster_7266,446.9097907,0.801317841,,,,,,
Cluster_7267,446.9471931,0.741639624,,,,,,
Cluster_7269,447.2268337,2.74802538,,,,,,
Cluster_7273,449.2904535,6.532573128,,,,,,
Cluster_7274,449.2902615,6.646176001,,,,,,
Cluster_7276,450.2257856,4.673315993,,,,,,
Cluster_7282,451.2110837,4.798001233,,,,,,
Cluster_7283,452.048983,0.742430651,,,,,,
Cluster_7284,452.1161663,2.444083372,,,,,,
Cluster_7287,452.7154928,0.628838506,,,,,,
Cluster_7288,452.7564158,0.676000044,,,,,,
Cluster_7289,452.8046479,0.693287514,,,,,,
Cluster_7290,452.9188362,0.7001684,,,,,,
Cluster_7291,453.0810914,2.589633553,,,,,,
Cluster_7293,453.2254928,5.056893078,,,,,,
Cluster_7294,453.2455657,2.565990838,,,,,,
Cluster_7296,454.9654927,0.751203409,,,,,,
Cluster_7300,456.6650843,0.628998085,,,,,,
Cluster_7301,456.8604927,0.707937915,,,,,,
Cluster_7303,457.2661784,2.647435123,,,,,,
Cluster_7304,457.715083,0.643377497,,,,,,
Cluster_7305,460.2583179,2.530782249,,,,,,
Cluster_7307,460.7084747,0.62293395,,,,,,
Cluster_7308,460.7560045,0.605542262,,,,,,
Cluster_7309,460.7904926,0.676822005,,,,,,
Cluster_7310,460.9512264,0.753421819,,,,,,
Cluster_7311,461.2902551,6.574652997,,,,,,
Cluster_7312,462.2258331,4.640120877,,,,,,
Cluster_7314,462.6461662,0.638427888,,,,,,
Cluster_7317,463.2699085,7.099617347,,,,,,
Cluster_7319,463.9968407,0.830410689,,,,,,
Cluster_7320,464.1933125,3.253678371,,,,,,
Cluster_7326,465.2476627,3.150044785,,,,,,
Cluster_7327,465.8153506,0.696324481,,,,,,
Cluster_7328,466.0139553,0.723117257,,,,,,
Cluster_7329,466.6854925,0.636124264,,,,,,
Cluster_7332,468.8903273,0.698660348,,,,,,
Cluster_7335,470.3204924,2.642565774,,,,,,
Cluster_7336,470.6804924,0.634050909,,,,,,
Cluster_7337,470.6970463,0.651908552,,,,,,
Cluster_7340,472.8196708,0.711671089,,,,,,
Cluster_7342,474.2256414,5.425119441,,,,,,
Cluster_7344,474.2523711,0.991520476,,,,,,
Cluster_7346,474.8004923,0.590990296,,,,,,
Cluster_7347,476.250445,2.961191651,,,,,,
Cluster_7348,476.9504923,0.752586607,,,,,,
Cluster_7349,476.9571916,0.739597138,,,,,,
Cluster_7351,478.1476452,2.672665472,,,,,,
Cluster_7352,478.208363,5.697346943,,,,,,
Cluster_7353,478.3154922,6.116564342,,,,,,
Cluster_7354,478.8269844,0.701026678,,,,,,
Cluster_7355,479.2145175,2.739855757,,,,,,
Cluster_7356,479.2411258,6.487494345,,,,,,
Cluster_7357,479.7064545,0.659680915,,,,,,
Cluster_7358,479.7293501,0.667755364,,,,,,
Cluster_7361,481.2284352,3.424472024,,,,,,
Cluster_7363,481.9766092,0.800923249,,,,,,
Cluster_7364,482.2022716,3.102336344,,,,,,
Cluster_7365,482.7719919,0.684240578,,,,,,
Cluster_7366,483.4047953,7.163445558,,,,,,
Cluster_7367,483.9398308,0.712862794,,,,,,
Cluster_7368,484.230997,6.016289009,,,,,,
Cluster_7369,484.3499977,2.998639119,,,,,,
Cluster_7372,485.8245675,0.704011874,,,,,,
Cluster_7373,487.222322,4.7857495,,,,,,
Cluster_7378,488.668751,0.635907748,,,,,,
Cluster_7380,489.2384019,2.837037976,,,,,,
Cluster_7382,490.7600841,0.681048044,,,,,,
Cluster_7383,490.7804919,0.685874155,,,,,,
Cluster_7384,491.1319543,3.975646668,,,,,,
Cluster_7386,491.906127,0.697836588,,,,,,
Cluster_7390,492.5956983,0.63091028,,,,,,
Cluster_7391,492.6614212,0.633034734,,,,,,
Cluster_7392,493.2288623,4.214449774,,,,,,
Cluster_7394,493.4254505,7.649871428,,,,,,
Cluster_7396,494.2883039,4.812672485,,,,,,
Cluster_7397,494.7557863,0.681357178,,,,,,
Cluster_7398,494.8006977,0.699779902,,,,,,
Cluster_7399,495.2720369,4.936887209,,,,,,
Cluster_7400,496.1368144,3.034923086,,,,,,
Cluster_7403,496.7669772,0.587274737,,,,,,
Cluster_7404,496.7704918,0.586053228,,,,,,
Cluster_7406,498.6505278,0.631200603,,,,,,
Cluster_7407,498.9391737,0.712174076,,,,,,
Cluster_7408,499.1112245,0.983062751,,,,,,
Cluster_7409,499.2312449,2.876231295,,,,,,
Cluster_7411,500.7289684,0.602032028,,,,,,
Cluster_7412,500.8087386,0.693121365,,,,,,
Cluster_7413,500.9710496,0.763901313,,,,,,
Cluster_7419,502.6449129,0.631225712,,,,,,
Cluster_7420,502.6918965,0.623702082,,,,,,
Cluster_7423,504.6417656,0.631799429,,,,,,
Cluster_7424,504.7076262,1.839422733,,,,,,
Cluster_7425,504.7660105,0.585618516,,,,,,
Cluster_7426,504.764993,0.686469041,,,,,,
Cluster_7427,504.8015695,0.700347173,,,,,,
Cluster_7430,505.2751216,2.608247701,,,,,,
Cluster_7432,505.8327489,0.713463315,,,,,,
Cluster_7436,506.7333371,0.604194417,,,,,,
Cluster_7437,506.9313305,0.765547779,,,,,,
Cluster_7440,507.2439262,4.521373064,,,,,,
Cluster_7443,508.1073653,0.836333092,,,,,,
Cluster_7444,508.1421615,2.640023017,,,,,,
Cluster_7445,508.2675221,5.798140211,,,,,,
Cluster_7446,508.6965105,0.620885421,,,,,,
Cluster_7447,508.7984605,0.703610742,,,,,,
Cluster_7448,508.8054915,0.701214566,,,,,,
Cluster_7451,509.4202496,7.38744879,,,,,,
Cluster_7452,509.728763,0.674707435,,,,,,
Cluster_7454,510.6654915,0.631235995,,,,,,
Cluster_7456,511.111103,2.70063234,,,,,,
Cluster_7460,512.6596419,0.63207118,,,,,,
Cluster_7461,512.7654915,0.687720529,,,,,,
Cluster_7462,512.8621435,0.742567069,,,,,,
Cluster_7467,514.7378926,0.592619343,,,,,,
Cluster_7470,516.2357798,4.957056719,,,,,,
Cluster_7471,516.620689,0.629697638,,,,,,
Cluster_7472,516.7801414,0.57658986,,,,,,
Cluster_7473,516.8017111,0.701347189,,,,,,
Cluster_7474,516.8017111,0.701347189,,,,,,
Cluster_7477,518.6174547,0.631251375,,,,,,
Cluster_7478,519.7368034,0.677849904,,,,,,
Cluster_7481,520.6633215,0.624038736,,,,,,
Cluster_7487,522.6596501,0.625744241,,,,,,
Cluster_7488,522.7554988,0.687140847,,,,,,
Cluster_7489,522.7722099,0.572135922,,,,,,
Cluster_7490,522.7905418,0.69730387,,,,,,
Cluster_7491,522.9050636,0.768736738,,,,,,
Cluster_7494,524.6404912,0.634542547,,,,,,
Cluster_7495,524.6609483,0.635162856,,,,,,
Cluster_7498,526.8316036,0.746344187,,,,,,
Cluster_7500,527.1315182,4.123614018,,,,,,
Cluster_7503,527.3285034,2.857013244,,,,,,
Cluster_7504,528.6404911,0.635767566,,,,,,
Cluster_7505,528.656639,0.651151394,,,,,,
Cluster_7506,528.7026839,0.665657709,,,,,,
Cluster_7507,528.8317692,0.744926783,,,,,,
Cluster_7508,529.0602278,2.549793786,,,,,,
Cluster_7509,529.2561609,4.19653533,,,,,,
Cluster_7513,529.960558,0.732708015,,,,,,
Cluster_7514,530.7784938,0.586253005,,,,,,
Cluster_7518,532.266808,4.302397862,,,,,,
Cluster_7519,532.2805846,3.022787542,,,,,,
Cluster_7520,532.7751935,0.700243978,,,,,,
Cluster_7522,532.865491,0.729654192,,,,,,
Cluster_7530,534.5827537,0.635227682,,,,,,
Cluster_7531,534.750491,0.68155228,,,,,,
Cluster_7535,536.5789529,0.635506816,,,,,,
Cluster_7536,536.7388855,0.681118324,,,,,,
Cluster_7537,538.3404909,5.553766673,,,,,,
Cluster_7541,540.6154908,0.632996181,,,,,,
Cluster_7542,540.8258209,0.734269193,,,,,,
Cluster_7543,542.0084376,0.752937774,,,,,,
Cluster_7544,542.6154908,0.634744887,,,,,,
Cluster_7545,542.6326959,0.640758052,,,,,,
Cluster_7546,543.1254908,3.894927406,,,,,,
Cluster_7547,543.148986,0.722994633,,,,,,
Cluster_7550,543.7498766,0.687565691,,,,,,
Cluster_7551,543.9642333,0.829031432,,,,,,
Cluster_7554,544.6104907,0.634079918,,,,,,
Cluster_7555,544.6300277,0.642712499,,,,,,
Cluster_7556,544.6764084,0.654935559,,,,,,
Cluster_7557,545.1420921,4.541003908,,,,,,
Cluster_7558,546.1736045,3.541160151,,,,,,
Cluster_7559,546.1740238,4.17068287,,,,,,
Cluster_7560,546.6054907,0.632294357,,,,,,
Cluster_7561,546.6271985,0.642500731,,,,,,
Cluster_7562,546.7536906,0.58457256,,,,,,
Cluster_7563,546.7973072,0.701120626,,,,,,
Cluster_7566,548.6054907,0.632784857,,,,,,
Cluster_7567,548.6714293,0.65585327,,,,,,
Cluster_7568,549.2656792,2.670489078,,,,,,
Cluster_7569,550.7153451,0.67601437,,,,,,
Cluster_7570,550.8136399,0.738248262,,,,,,
Cluster_7572,552.7138235,0.675981598,,,,,,
Cluster_7576,554.726117,0.592024372,,,,,,
Cluster_7577,554.8454905,0.717632929,,,,,,
Cluster_7580,555.3632932,2.797062366,,,,,,
Cluster_7581,555.8247717,0.716844317,,,,,,
Cluster_7582,555.8705844,4.021933337,,,,,,
Cluster_7585,556.3349489,3.228669892,,,,,,
Cluster_7586,556.6090974,0.634934242,,,,,,
Cluster_7587,556.6414523,0.630010784,,,,,,
Cluster_7588,556.6604905,0.622189958,,,,,,
Cluster_7589,556.722298,0.594042872,,,,,,
Cluster_7591,557.2936481,2.54005773,,,,,,
