"","Row","m.z","RT","Annotation","formula","adduct","evidence","SIRIUS_molecularFormula","SIRIUS_adduct"
"966","Cluster_0966",289.1358763,12.40106769,"","",NA,NA,"C17H23O2P|C19H18N2O|C11H22N4O3S|C16H22N2OS|C5H20N7O7|C8H18N8O4|C13H24NO4S|C11H24N4OP2|C4H14N14O2|C14H20N5S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"967","Cluster_0967",289.0704826,0.846189321,"","",NA,NA,"C10H14N2O8|C9H15N4O5P|C7H17ClN3O7|C8H20ClN2O5P|C8H13ClN7O3|C7H20N2O6P2|C11H10N6O4|C11H18N2O3S2|C10H15ClN4O4|C7H13N7O4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"968","Cluster_0968",289.0822651,9.715357,"","",NA,NA,"",""
"969","Cluster_0969",289.1239613,8.384404246,"","",NA,NA,"",""
"970","Cluster_0970",289.1663907,8.4538195,"","",NA,NA,"",""
"971","Cluster_0971",289.1661014,8.521060832,"","",NA,NA,"",""
"972","Cluster_0972",289.1239613,8.384404246,"","",NA,NA,"",""
"973","Cluster_0973",289.1661014,8.521060832,"","",NA,NA,"",""
"974","Cluster_0974",289.9217967,7.628041304,"","",NA,NA,"C3H5N3O7S3|C4H8NO6P3S|C11HNO5S2|C2H3N3O10P2|C2HN3O12S|C5H2N5O4PS2|C5H10NO3PS4|C12H5NS4|C4H9N3O2S5|C6N2O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"975","Cluster_0975",290.068318,9.4560167,"","",NA,NA,"",""
"976","Cluster_0976",290.1159614,6.450538,"","",NA,NA,"C14H17N3O4|C10H20N4O4P|C9H19N6O3S|C12H22NO5P|C11H21N3O4S|C7H17N9O2S|C16H19O5|C8H18N7O3P|C12H15N6O3|C3H20N10O2PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"977","Cluster_0977",290.0682485,9.398016024,"","",NA,NA,"C15H9N5O2|C14H13NO6|C15H17NOS2|C13H14N3O3P|C6H19N3O6P2|C10H16N2O6P|C11H17NO6S|C8H14N5O5P|C17H11N2O3|C11H12N6O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"978","Cluster_0978",290.0897389,1.2070507,"","",NA,NA,"",""
"979","Cluster_0979",290.1043142,8.587534003,"","",NA,NA,"",""
"980","Cluster_0980",290.1360262,1.121913409,"","",NA,NA,"",""
"981","Cluster_0981",290.0897352,1.192073787,"","",NA,NA,"",""
"982","Cluster_0982",290.1043142,8.587534003,"","",NA,NA,"",""
"983","Cluster_0983",290.1160875,6.4375159,"","",NA,NA,"",""
"984","Cluster_0984",291.0703848,11.960806,"","",NA,NA,"",""
"985","Cluster_0985",291.0797855,8.237894232,"","",NA,NA,"",""
"986","Cluster_0986",291.1001552,5.929805296,"","",NA,NA,"C14H16N2O5|C8H17N6O4P|C10H19N3O5P|C7H16N8O3S|C11H20N2O5S|C9H18N5O4S|C12H14N5O4|C13H17N4O2P|C17H14N3O2|C9H20N5O2P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"987","Cluster_0987",291.1616763,15.6406415,"","",NA,NA,"C12H26N3O3S|C10H24N6O2S|C17H24O4|C13H27NO4P|C11H25N4O3P|C14H28O4S|C15H22N3O3|C16H25N2OP|C20H22NO|C18H20N4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"988","Cluster_0988",291.8779797,2.63578814,"","",NA,NA,"C4H8O3P3S3|C3H4O8P3S|C3H6O6P5|C6H2NO5P3S|C4H6O5PS4|C2H3N2O7P2S2|C6H3N3OS5|HN5O6P2S2|C6NO7PS2|C7H4NO2PS4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"989","Cluster_0989",291.8883906,0.916875387,"","",NA,NA,"",""
"990","Cluster_0990",292.0504119,5.242795246,"","",NA,NA,"C10H17NO5P2|C11H11N5O3S|C10H15NO7S|C7H14N6O3PS|C5H12N9O2PS|C6H18N2O7PS|C8H13N4O6S|C8H15N4O4P2|C11H19NO2S3|C9H9N8O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"991","Cluster_0991",291.9183578,7.627088856,"","",NA,NA,"",""
"992","Cluster_0992",292.0504303,5.2123881,"","",NA,NA,"",""
"993","Cluster_0993",292.0839084,6.758651843,"","",NA,NA,"C14H15NO6|C8H16N5O5P|C13H16N3O3P|C12H13N4O5|C11H14N6O2P|C15H11N5O2|C10H18N2O6P|C7H17N7O2P2|C17H13N2O3|C9H19N4O3P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"994","Cluster_0994",292.0840233,8.765130755,"","",NA,NA,"",""
"995","Cluster_0995",292.0839084,6.758651843,"","",NA,NA,"",""
"996","Cluster_0996",292.0839484,7.0184303,"","",NA,NA,"C14H15NO6|C10H18N2O6P|C15H11N5O2|C12H13N4O5|C8H16N5O5P|C13H16N3O3P|C17H13N2O3|C11H14N6O2P|C7H17N7O2P2|CH13N10O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"997","Cluster_0997",292.1316047,5.802673442,"","",NA,NA,"C14H19N3O4|C10H22N4O4P|C9H21N6O3S|C7H19N9O2S|C8H20N7O3P|C11H23N3O4S|C12H17N6O3|C12H24NO5P|C13H20N5OP|C16H21O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"998","Cluster_0998",292.0839067,7.491184407,"","",NA,NA,"C14H15NO6|C10H18N2O6P|C12H13N4O5|C13H16N3O3P|C7H15N7O4S|C15H11N5O2|C17H13N2O3|C8H16N5O5P|C11H19NO6S|C9H17N4O5S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"999","Cluster_0999",292.1044721,1.923381577,"","",NA,NA,"C11H19NO8|C12H15N5O4|C12H23NO3S2|C6H16N9O3P|C10H20N3O5P|C8H18N6O4P|C10H13N8O3|C9H17N4O7|C14H17N2O5|C11H22N2O3PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1000","Cluster_1000",292.1698973,10.81978671,"","",NA,NA,"C12H27N3O3S|C13H28NO4P|C20H23NO|C17H25O4|C12H29N3OP2|C14H24N5P|C5H19N13O2|C11H26N4O3P|C8H23N9OS|C7H21N10O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1001","Cluster_1001",292.2061431,14.86394297,"","",NA,NA,"C21H27N|C15H33O3S|C14H32NO3P|C13H31N3O2S|C18H29O3|C9H27N9S|C6H23N13O|C15H35OP2|C13H33N3P2|C12H30N4O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1002","Cluster_1002",292.9276335,1.86309932,"","",NA,NA,"",""
"1003","Cluster_1003",293.0501399,9.711880327,"","",NA,NA,"",""
"1004","Cluster_1004",293.0501399,9.711880327,"","",NA,NA,"",""
"1005","Cluster_1005",293.1403313,9.337366132,"","",NA,NA,"",""
"1006","Cluster_1006",293.0501399,9.715357,"","",NA,NA,"",""
"1007","Cluster_1007",293.151994,6.130939506,"","",NA,NA,"C15H22N2O4|C11H25N3O4P|C12H26N2O4S|C8H22N8O2S|C9H23N6O3P|C10H24N5O3S|C13H20N5O3|C13H27O5P|C20H22O2|C16H18N6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1008","Cluster_1008",293.1016732,6.265143214,"","",NA,NA,"",""
"1009","Cluster_1009",293.1019027,6.406965775,"","",NA,NA,"C11H14N6O4|C13H16N3O5|C9H19N4O5P|C7H17N7O4P|C12H10N10|C9H12N9O3|C5H15N10O3P|C10H15N8OP|C14H12N7O|C16H14N4O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1010","Cluster_1010",293.077855,4.9631816,"","",NA,NA,"",""
"1011","Cluster_1011",293.1519828,6.9550272,"","",NA,NA,"C15H22N2O4|C11H25N3O4P|C8H22N8O2S|C10H24N5O3S|C13H27O5P|C9H23N6O3P|C13H20N5O3|C6H20N11OS|C20H22O2|C12H26N2O4S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1012","Cluster_1012",293.1144408,7.179880061,"","",NA,NA,"",""
"1013","Cluster_1013",293.111846,5.019174966,"","",NA,NA,"C14H18N2O5|C10H14N8O3|C12H16N5O4|C10H21N3O5P|C9H18N4O7|C10H22N4O2S2|C8H19N6O4P|C11H23N2O3PS|C6H17N9O3P|C5H16N11O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1014","Cluster_1014",293.1518789,6.7008097,"","",NA,NA,"C15H22N2O4|C20H22O2|C11H25N3O4P|C16H18N6|C13H27O5P|C8H22N8O2S|C9H23N6O3P|C12H26N2O4S|C14H31PS2|C10H24N5O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1015","Cluster_1015",293.1520156,6.935342362,"","",NA,NA,"",""
"1016","Cluster_1016",293.0876679,7.018924471,"","",NA,NA,"",""
"1017","Cluster_1017",293.1144408,7.179880061,"","",NA,NA,"",""
"1018","Cluster_1018",293.1016732,6.265143214,"","",NA,NA,"",""
"1019","Cluster_1019",293.1019027,6.406965775,"","",NA,NA,"C13H16N3O5|C11H14N6O4|C9H19N4O5P|C7H17N7O4P|C16H14N4O2|C10H18N2O8|C8H18N6O4S|C9H12N9O3|C11H22N2O3S2|C5H15N10O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1020","Cluster_1020",293.1001762,6.533543243,"","",NA,NA,"C11H14N6O4|C13H16N3O5|C9H19N4O5P|C7H17N7O4P|C9H12N9O3|C5H15N10O3P|C12H10N10|C10H18N2O8|C6H16N9O3S|C9H20N5O2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1021","Cluster_1021",293.1515774,6.607257903,"","",NA,NA,"C15H22N2O4|C11H25N3O4P|C9H23N6O3P|C8H22N8O2S|C13H20N5O3|C6H20N11OS|C12H26N2O4S|C10H24N5O3S|C4H18N14S|C14H23N4OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1022","Cluster_1022",293.1518782,6.676662182,"","",NA,NA,"",""
"1023","Cluster_1023",293.1403313,9.337366132,"","",NA,NA,"",""
"1024","Cluster_1024",293.1518626,10.28355482,"","",NA,NA,"C15H22N2O4|C11H25N3O4P|C13H20N5O3|C9H23N6O3P|C13H27O5P|C14H23N4OP|C18H20N3O|C16H18N6|C20H22O2|C10H26N5OP2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1025","Cluster_1025",293.1519463,10.41493574,"","",NA,NA,"C15H22N2O4|C10H24N5O3S|C11H25N3O4P|C12H26N2O4S|C13H27O5P|C18H20N3O|C8H22N8O2S|C14H23N4OP|C13H20N5O3|C9H23N6O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1026","Cluster_1026",293.1761642,12.53029299,"","",NA,NA,"C17H26O4|C13H29NO4P|C10H26N6O2S|C11H27N4O3P|C8H24N9OS|C15H24N3O3|C18H22N4|C16H27N2OP|C12H28N3O3S|C20H24NO","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1027","Cluster_1027",293.1765031,12.71129876,"","",NA,NA,"C17H26O4|C10H26N6O2S|C13H29NO4P|C12H28N3O3S|C18H22N4|C14H30O4S|C10H28N6P2|C14H25N5P|C11H27N4O3P|C15H24N3O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1028","Cluster_1028",293.1798677,19.37356953,"","",NA,NA,"C14H30O4S|C18H22N4|C15H26N4S|C20H24NO|C7H22N10O3|C16H27N2OP|C13H31N2OPS|C14H32O2P2|C9H24N7O4|C17H28NOS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1029","Cluster_1029",293.1802289,15.86567921,"","",NA,NA,"C14H30O4S|C11H26N4O5|C7H22N10O3|C15H26N4S|C14H32O2P2|C9H24N7O4|C13H31N2OPS|C16H27N2OP|C20H24NO|C12H28N3O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1030","Cluster_1030",293.1800957,15.92457165,"","",NA,NA,"C14H30O4S|C7H22N10O3|C18H22N4|C15H26N4S|C9H24N7O4|C14H32O2P2|C13H31N2OPS|C16H27N2OP|C20H24NO|C10H28N6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1031","Cluster_1031",293.2117064,15.99910827,"","",NA,NA,"",""
"1032","Cluster_1032",293.1775445,13.48700854,"","",NA,NA,"C17H26O4|C10H26N6O2S|C12H28N3O3S|C18H22N4|C14H30O4S|C11H27N4O3P|C13H29NO4P|C7H22N10O3|C10H28N6P2|C16H27N2OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1033","Cluster_1033",293.2123216,15.29482606,"","",NA,NA,"",""
"1034","Cluster_1034",293.8743335,2.605810871,"","",NA,NA,"C4H2Cl2O9P|C3H2ClO10P2|CHCl2N5O5P2|ClHN5O6P3|C10H2ClNP4|C6H5ClN2P5|C6ClNO7P2|C5NO8P3|C2H2O11P3|CClN3O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1035","Cluster_1035",294.1001125,6.000275145,"","",NA,NA,"C14H17NO6|C15H13N5O2|C13H18N3O3P|C10H20N2O6P|C11H21NO6S|C9H19N4O5S|C7H17N7O4S|C8H18N5O5P|C17H15N2O3|C11H23NO4P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1036","Cluster_1036",294.0998042,7.477987702,"","",NA,NA,"C14H17NO6|C15H13N5O2|C10H20N2O6P|C12H15N4O5|C8H18N5O5P|C13H18N3O3P|C11H16N6O2P|C17H15N2O3|C13H11N8O|C9H14N9OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1037","Cluster_1037",294.1681171,10.81782083,"","",NA,NA,"",""
"1038","Cluster_1038",294.1323313,10.93670791,"","",NA,NA,"C15H21NO5|C12H26NO3PS|C11H17N7O3|C10H21N3O7|C19H21NS|C9H22N5O4P|C11H25N3O2S2|C12H23O8|C6H19N10O2S|C5H18N11O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1039","Cluster_1039",294.1856451,11.20750192,"","",NA,NA,"C20H25NO|C12H29N3O3S|C13H30NO4P|C14H31O4S|C5H21N13O2|C17H27O4|C8H25N9OS|C12H31N3OP2|C7H23N10O3|C14H33O2P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1040","Cluster_1040",294.1856451,11.20776,"","",NA,NA,"",""
"1041","Cluster_1041",294.9836239,12.12344409,"","",NA,NA,"C11H8N2O4S2|C4H5N6O8P|C5H9N6O3PS2|C14H4N2O4S|C3H9N2O12P|C22O2|C7H4N8O2S2|C3H12N4O6S3|C7H12N4OS4|C6H10N4O4P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1042","Cluster_1042",294.9837759,10.25813821,"","",NA,NA,"C11H8N2O4S2|C19H4O2S|C4H5N6O8P|C3H9N2O12P|C3H12N4O6S3|C5H14NO7S3|C3H4N8O7S|C4H8N8O2S3|C13H5N4OPS|C3H14N4O4P2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1043","Cluster_1043",295.0957038,3.2029726,"","",NA,NA,"",""
"1044","Cluster_1044",295.092148,5.811556579,"","",NA,NA,"C13H16N2O6|C14H12N6O2|C4H14N11O3S|C9H12N8O4|C7H17N6O5P|C6H16N8O4S|C9H19N3O6P|C10H18NO9|C11H14N5O5|C15H21O2PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1045","Cluster_1045",295.0960833,6.586209679,"","",NA,NA,"C14H12N6O2|C16H14N3O3|C12H17N4O3P|C10H20N2O6S|C10H15N7O2P|C6H16N8O4S|C8H18N5O5S|C11H21O7P|C18H16O4|C11H16N6O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1046","Cluster_1046",295.0942962,1.346651768,"","",NA,NA,"C13H16N2O6|C6H16N8O4S|C9H19N3O6P|C10H20N2O6S|C8H18N5O5S|C14H12N6O2|C11H21O7P|C12H17N4O3P|C16H14N3O3|C7H17N6O5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1047","Cluster_1047",295.1125005,7.32344267,"","",NA,NA,"",""
"1048","Cluster_1048",295.1023591,7.477922839,"","",NA,NA,"",""
"1049","Cluster_1049",295.1136514,6.94556847,"","",NA,NA,"C14H20N2O3S|C10H23N3O3PS|C7H20N8OS2|C8H18N5O7|C7H12N12O2|C12H25O4PS|C10H20N2O8|C14H22N2OP2|C22H16O|C11H16N6O4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1050","Cluster_1050",295.1125005,7.32344267,"","",NA,NA,"",""
"1051","Cluster_1051",295.103523,7.4609677,"","",NA,NA,"",""
"1052","Cluster_1052",295.1524406,11.40874458,"","",NA,NA,"C16H24O5|C12H20N6O3|C12H28N2O2S2|C13H29O3PS|C14H22N3O4|C8H23N7O3P|C11H24N2O7|C20H24S|C10H25N4O4P|C8H16N12O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1053","Cluster_1053",295.167798,11.05071622,"","",NA,NA,"C15H24N2O4|C11H27N3O4P|C10H26N5O3S|C13H22N5O3|C12H28N2O4S|C8H24N8O2S|C9H25N6O3P|C14H25N4OP|C18H22N3O|C13H29O5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1054","Cluster_1054",295.2280952,15.05151594,"","",NA,NA,"",""
"1055","Cluster_1055",295.228309,15.9598187,"","",NA,NA,"C18H32O3|C16H30N3O2|C9H30N9S|C21H30N|C17H33N2P|C4H24N16|C10H31N7OP|C6H26N13O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1056","Cluster_1056",295.228309,15.9598187,"","",NA,NA,"",""
"1057","Cluster_1057",295.2643237,16.6801963,"","",NA,NA,"",""
"1058","Cluster_1058",296.0761869,10.960292,"","",NA,NA,"C17H15NO2S|C13H18N2O2PS|C11H21O5S2|C2H11N13O3S|C9H21N3O2P2S|C4H13N10O4S|C11H23O3P2S|C17H17NP2|C9H11N7O5|C10H15N7S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1059","Cluster_1059",296.0761831,10.96864967,"","",NA,NA,"",""
"1060","Cluster_1060",296.101622,4.61830159,"","",NA,NA,"C13H17N2O6|C9H20N3O6P|C11H15N5O5|C7H18N6O5P|C16H15N3O3|C12H11N9O|C12H18N4O3P|C6H17N8O4S|C4H15N11O3S|C10H16N7O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1061","Cluster_1061",296.2240801,14.48584377,"","",NA,NA,"C17H31NO3|C15H29N4O2|C16H32N3P|C20H29N2|C8H29N10S|C3H23N17|C5H25N14O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1062","Cluster_1062",296.2241082,14.84172795,"","",NA,NA,"C17H31NO3|C15H29N4O2|C8H29N10S|C20H29N2|C16H32N3P|C3H23N17|C5H25N14O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1063","Cluster_1063",296.2241122,14.89248032,"","",NA,NA,"C17H31NO3|C15H29N4O2|C16H32N3P|C20H29N2|C8H29N10S|C3H23N17|C5H25N14O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1064","Cluster_1064",297.0477821,11.68379028,"","",NA,NA,"",""
"1065","Cluster_1065",297.0399819,1.257185299,"","",NA,NA,"C16H10O6|C10H11N4O5P|C8H14N2O8S|C9H15O9P|C12H6N6O4|C8H16N2O6P2|C17H14OS2|C9H10N6O4S|C17H6N4O2|C9H18N2O3S3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1066","Cluster_1066",297.0816647,0.849943146,"","",NA,NA,"",""
"1067","Cluster_1067",297.0716706,7.81317792,"","",NA,NA,"C16H14N2O2S|C12H17N3O2PS|C14H19O3PS|C10H12N5O6|C10H20NO5S2|C6H15N6O6P|C8H20N4O2P2S|C3H12N11O4S|C10H22NO3P2S|CH10N14O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1068","Cluster_1068",297.1321559,8.715305848,"","",NA,NA,"C15H22O6|C11H18N6O4|C12H27O4PS|C10H22N2O8|C11H26N2O3S2|C9H16N9O3|C5H19N10O3P|C12H29O2P3|C12H14N10|C9H23N4O5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1069","Cluster_1069",297.1702314,10.67752229,"","",NA,NA,"C16H26O5|C12H22N6O3|C12H29NO5P|C10H27N4O4P|C14H24N3O4|C11H28N3O4S|C9H26N6O3S|C17H22N4O|C17H30S2|C20H26S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1070","Cluster_1070",297.1538896,14.1681624,"","",NA,NA,"C12H26O8|C9H18N10O2|C8H22N6O6|C13H22N4O4|C10H24N3O7|C7H23N8O3P|C16H28OP2|C12H31NOP3|C11H20N7O3|C8H23ClN8O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1071","Cluster_1071",297.1564908,14.36966533,"","",NA,NA,"",""
"1072","Cluster_1072",297.1537443,15.72167744,"","",NA,NA,"C12H29NO3PS|C12H26O8|C8H22N6O6|C9H18N10O2|C16H26O3S|C11H28N3O2S2|C9H26N6OS2|C10H27N4O2PS|C7H23N8O3P|C10H24N3O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1073","Cluster_1073",297.1536877,15.83599473,"","",NA,NA,"C12H29NO3PS|C12H26O8|C16H26O3S|C9H18N10O2|C8H22N6O6|C11H28N3O2S2|C9H26N6OS2|C10H27N4O2PS|C7H23N8O3P|C10H24N3O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1074","Cluster_1074",297.153655,16.16061958,"","",NA,NA,"C12H29NO3PS|C12H26O8|C8H22N6O6|C9H18N10O2|C16H26O3S|C11H28N3O2S2|C9H26N6OS2|C7H23N8O3P|C10H27N4O2PS|C10H24N3O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1075","Cluster_1075",297.1540104,14.202448,"","",NA,NA,"",""
"1076","Cluster_1076",297.1564908,14.36966533,"","",NA,NA,"",""
"1077","Cluster_1077",297.2438746,15.31174329,"","",NA,NA,"C18H34O3|C4H26N16|C16H32N3O2|C21H32N|C17H35N2P|C6H28N13O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1078","Cluster_1078",297.1536758,15.6449343,"","",NA,NA,"C12H29NO3PS|C12H26O8|C8H22N6O6|C9H18N10O2|C16H26O3S|C7H23N8O3P|C11H28N3O2S2|C9H26N6OS2|C10H24N3O7|C10H27N4O2PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1079","Cluster_1079",297.1537443,15.72167744,"","",NA,NA,"",""
"1080","Cluster_1080",297.1536877,15.83599473,"","",NA,NA,"",""
"1081","Cluster_1081",297.1820247,10.08222849,"","",NA,NA,"C15H26N2O4|C11H29N3O4P|C13H24N5O3|C9H27N6O3P|C10H28N5O3S|C11H22N8O2|C8H26N8O2S|C12H28NO7|C16H22N6|C14H27N4OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
